datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,pressure_relative,pressure_absolute
2025-04-02 00:00:00+02:00,,,,,,11.5,85.0,1016.8,1016.8
2025-04-02 00:05:00+02:00,,,,,,11.4,85.0,1016.8,1016.8
2025-04-02 00:10:00+02:00,,,,,,11.3,85.0,1016.8,1016.8
2025-04-02 00:15:00+02:00,,,,,,11.2,85.0,1016.7,1016.7
2025-04-02 00:20:00+02:00,,,,,,11.1,85.0,1016.8,1016.8
2025-04-02 00:25:00+02:00,,,,,,11.0,85.0,1016.7,1016.7
2025-04-02 00:30:00+02:00,,,,,,10.9,85.0,1016.8,1016.8
2025-04-02 00:35:00+02:00,,,,,,10.8,85.0,1016.7,1016.7
2025-04-02 00:40:00+02:00,,,,,,10.8,85.0,1016.8,1016.8
2025-04-02 00:45:00+02:00,,,,,,10.7,85.0,1016.8,1016.8
2025-04-02 00:50:00+02:00,,,,,,10.6,85.0,1016.8,1016.8
2025-04-02 00:55:00+02:00,,,,,,10.5,85.0,1016.8,1016.8
2025-04-02 01:00:00+02:00,,,,,,10.4,85.0,1016.8,1016.8
2025-04-02 01:05:00+02:00,,,,,,10.3,85.0,1016.7,1016.7
2025-04-02 01:10:00+02:00,,,,,,10.2,85.0,1016.6,1016.6
2025-04-02 01:15:00+02:00,,,,,,10.1,85.0,1016.6,1016.6
2025-04-02 01:20:00+02:00,,,,,,10.1,85.0,1016.6,1016.6
2025-04-02 01:25:00+02:00,,,,,,10.0,85.0,1016.5,1016.5
2025-04-02 01:30:00+02:00,,,,,,9.9,85.0,1016.6,1016.6
2025-04-02 01:35:00+02:00,,,,,,9.8,85.0,1016.5,1016.5
2025-04-02 01:40:00+02:00,,,,,,9.8,85.0,1016.5,1016.5
2025-04-02 01:45:00+02:00,,,,,,9.7,85.0,1016.5,1016.5
2025-04-02 01:50:00+02:00,,,,,,9.6,85.0,1016.5,1016.5
2025-04-02 01:55:00+02:00,,,,,,9.5,85.0,1016.5,1016.5
2025-04-02 02:00:00+02:00,,,,,,9.4,85.0,1016.6,1016.6
2025-04-02 02:05:00+02:00,,,,,,9.4,85.0,1016.5,1016.5
2025-04-02 02:10:00+02:00,,,,,,9.3,85.0,1016.5,1016.5
2025-04-02 02:15:00+02:00,,,,,,9.2,85.0,1016.5,1016.5
2025-04-02 02:20:00+02:00,,,,,,9.2,85.0,1016.5,1016.5
2025-04-02 02:25:00+02:00,,,,,,9.1,85.0,1016.4,1016.4
2025-04-02 02:30:00+02:00,,,,,,9.0,85.0,1016.5,1016.5
2025-04-02 02:35:00+02:00,,,,,,8.9,85.0,1016.4,1016.4
2025-04-02 02:40:00+02:00,,,,,,8.9,85.0,1016.3,1016.3
2025-04-02 02:45:00+02:00,,,,,,8.8,85.0,1016.2,1016.2
2025-04-02 02:50:00+02:00,,,,,,8.7,85.0,1016.1,1016.1
2025-04-02 02:55:00+02:00,,,,,,8.7,85.0,1015.9,1015.9
2025-04-02 03:00:00+02:00,,,,,,8.6,85.0,1016.0,1016.0
2025-04-02 03:05:00+02:00,,,,,,8.5,85.0,1015.8,1015.8
