datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,indoor_dew_point,indoor_feels_like,indoor_app_tempin,pressure_relative,pressure_absolute
2025-09-22 00:00:00+02:00,,,,,,15.1,93.0,14.0,15.2,16.4,1010.9,1010.9
2025-09-22 00:05:00+02:00,,,,,,15.1,93.0,14.0,15.1,16.3,1010.8,1010.8
2025-09-22 00:10:00+02:00,,,,,,15.0,93.0,13.9,15.0,16.2,1010.7,1010.7
2025-09-22 00:15:00+02:00,,,,,,15.0,93.0,13.8,15.0,16.2,1010.8,1010.8
2025-09-22 00:20:00+02:00,,,,,,14.9,93.0,13.8,14.9,16.1,1010.5,1010.5
2025-09-22 00:25:00+02:00,,,,,,14.8,93.0,13.7,14.8,16.0,1010.5,1010.5
2025-09-22 00:30:00+02:00,,,,,,14.8,93.0,13.6,14.8,15.9,1010.6,1010.6
2025-09-22 00:35:00+02:00,,,,,,14.7,93.0,13.6,14.7,15.8,1010.7,1010.7
2025-09-22 00:40:00+02:00,,,,,,14.6,93.0,13.5,14.6,15.7,1010.7,1010.7
2025-09-22 00:45:00+02:00,,,,,,14.6,93.0,13.5,14.6,15.7,1010.6,1010.6
2025-09-22 00:50:00+02:00,,,,,,14.5,93.0,13.4,14.5,15.6,1010.7,1010.7
2025-09-22 00:55:00+02:00,,,,,,14.4,93.0,13.3,14.4,15.5,1010.6,1010.6
2025-09-22 01:00:00+02:00,,,,,,14.4,93.0,13.3,14.4,15.4,1010.7,1010.7
2025-09-22 01:05:00+02:00,,,,,,14.3,93.0,13.2,14.3,15.3,1010.8,1010.8
2025-09-22 01:10:00+02:00,,,,,,14.3,93.0,13.2,14.3,15.3,1011.1,1011.1
2025-09-22 01:15:00+02:00,,,,,,14.2,93.0,13.1,14.2,15.2,1011.0,1011.0
2025-09-22 01:20:00+02:00,,,,,,14.2,93.0,13.1,14.2,15.1,1010.8,1010.8
2025-09-22 01:25:00+02:00,,,,,,14.1,93.0,13.0,14.1,15.1,1011.0,1011.0
2025-09-22 01:30:00+02:00,,,,,,14.1,93.0,13.0,14.1,15.1,1010.9,1010.9
2025-09-22 01:35:00+02:00,,,,,,14.0,93.0,12.9,14.0,14.9,1010.8,1010.8
2025-09-22 01:40:00+02:00,,,,,,13.9,93.0,12.8,13.9,14.8,1010.8,1010.8
2025-09-22 01:45:00+02:00,,,,,,13.9,93.0,12.8,13.9,14.8,1010.7,1010.7
2025-09-22 01:50:00+02:00,,,,,,13.8,93.0,12.7,13.8,14.7,1010.6,1010.6
2025-09-22 01:55:00+02:00,,,,,,13.8,93.0,12.7,13.8,14.6,1010.5,1010.5
2025-09-22 02:00:00+02:00,,,,,,13.8,93.0,12.6,13.8,14.6,1010.8,1010.8
2025-09-22 02:05:00+02:00,,,,,,13.7,93.0,12.6,13.7,14.5,1010.8,1010.8
2025-09-22 02:10:00+02:00,,,,,,13.6,93.0,12.5,13.6,14.4,1010.9,1010.9
2025-09-22 02:15:00+02:00,,,,,,13.6,93.0,12.5,13.6,14.4,1010.9,1010.9
2025-09-22 02:20:00+02:00,,,,,,13.5,93.0,12.4,13.5,14.3,1010.9,1010.9
2025-09-22 02:25:00+02:00,,,,,,13.5,93.0,12.4,13.5,14.2,1010.9,1010.9
2025-09-22 02:30:00+02:00,,,,,,13.4,93.0,12.3,13.4,14.1,1010.8,1010.8
2025-09-22 02:35:00+02:00,,,,,,13.4,93.0,12.3,13.4,14.1,1010.7,1010.7
2025-09-22 02:40:00+02:00,,,,,,13.4,93.0,12.2,13.3,14.1,1010.9,1010.9
2025-09-22 02:45:00+02:00,,,,,,13.3,93.0,12.2,13.3,14.0,1010.8,1010.8
2025-09-22 02:50:00+02:00,,,,,,13.3,93.0,12.2,13.3,14.0,1010.8,1010.8
2025-09-22 02:55:00+02:00,,,,,,13.2,93.0,12.1,13.2,13.8,1010.8,1010.8
2025-09-22 03:00:00+02:00,,,,,,13.2,93.0,12.1,13.2,13.8,1011.0,1011.0
2025-09-22 03:05:00+02:00,,,,,,13.1,93.0,12.0,13.1,13.7,1011.1,1011.1
2025-09-22 03:10:00+02:00,,,,,,13.1,93.0,12.0,13.1,13.7,1011.0,1011.0
2025-09-22 03:15:00+02:00,,,,,,13.0,93.0,11.9,13.0,13.6,1010.7,1010.7
2025-09-22 03:20:00+02:00,,,,,,13.0,93.0,11.9,13.0,13.6,1010.8,1010.8
2025-09-22 03:25:00+02:00,,,,,,12.9,93.0,11.8,12.9,13.5,1010.7,1010.7
2025-09-22 03:30:00+02:00,,,,,,12.9,93.0,11.8,12.9,13.4,1010.6,1010.6
2025-09-22 03:35:00+02:00,,,,,,12.9,93.0,11.8,12.8,13.4,1010.3,1010.3
2025-09-22 03:40:00+02:00,,,,,,12.8,93.0,11.7,12.8,13.3,1010.5,1010.5
2025-09-22 03:45:00+02:00,,,,,,12.8,93.0,11.7,12.8,13.3,1010.5,1010.5
2025-09-22 03:50:00+02:00,,,,,,12.7,93.0,11.6,12.7,13.2,1010.5,1010.5
2025-09-22 03:55:00+02:00,,,,,,12.7,93.0,11.6,12.7,13.2,1010.5,1010.5
2025-09-22 04:00:00+02:00,,,,,,12.6,93.0,11.5,12.6,13.1,1010.4,1010.4
2025-09-22 04:05:00+02:00,,,,,,12.6,93.0,11.5,12.6,13.1,1010.5,1010.5
2025-09-22 04:10:00+02:00,,,,,,12.5,93.0,11.4,12.5,12.9,1010.5,1010.5
2025-09-22 04:15:00+02:00,,,,,,12.5,93.0,11.4,12.5,12.9,1010.3,1010.3
2025-09-22 04:20:00+02:00,,,,,,12.5,93.0,11.4,12.5,12.9,1010.3,1010.3
2025-09-22 04:25:00+02:00,,,,,,12.4,93.0,11.3,12.4,12.8,1010.4,1010.4
2025-09-22 04:30:00+02:00,,,,,,12.4,93.0,11.3,12.4,12.8,1010.4,1010.4
2025-09-22 04:35:00+02:00,,,,,,12.3,93.0,11.2,12.3,12.7,1010.5,1010.5
2025-09-22 04:40:00+02:00,,,,,,12.3,93.0,11.2,12.3,12.7,1010.3,1010.3
2025-09-22 04:45:00+02:00,,,,,,12.3,93.0,11.2,12.3,12.7,1010.6,1010.6
2025-09-22 04:50:00+02:00,,,,,,12.3,93.0,11.2,12.3,12.6,1010.4,1010.4
2025-09-22 04:55:00+02:00,,,,,,12.2,93.0,11.1,12.2,12.6,1010.3,1010.3
2025-09-22 05:00:00+02:00,,,,,,12.2,93.0,11.1,12.2,12.6,1010.4,1010.4
2025-09-22 05:05:00+02:00,,,,,,12.2,93.0,11.1,12.2,12.6,1010.5,1010.5
2025-09-22 05:10:00+02:00,,,,,,12.1,93.0,11.0,12.1,12.5,1010.5,1010.5
2025-09-22 05:15:00+02:00,,,,,,12.1,93.0,11.0,12.1,12.4,1010.5,1010.5
2025-09-22 05:20:00+02:00,,,,,,12.1,93.0,11.0,12.1,12.4,1010.4,1010.4
