datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,indoor_dew_point,indoor_feels_like,indoor_app_tempin,pressure_relative,pressure_absolute
2025-09-28 00:00:00+02:00,,,,,,15.7,94.0,14.7,15.7,17.2,1014.1,1014.1
2025-09-28 00:05:00+02:00,,,,,,15.7,94.0,14.7,15.7,17.2,1014.1,1014.1
2025-09-28 00:10:00+02:00,,,,,,15.7,94.0,14.7,15.7,17.2,1014.2,1014.2
2025-09-28 00:15:00+02:00,,,,,,15.6,94.0,14.7,15.6,17.1,1014.3,1014.3
2025-09-28 00:20:00+02:00,,,,,,15.6,94.0,14.7,15.6,17.1,1014.2,1014.2
2025-09-28 00:25:00+02:00,,,,,,15.5,94.0,14.6,15.5,17.0,1014.2,1014.2
2025-09-28 00:30:00+02:00,,,,,,15.5,94.0,14.6,15.5,17.0,1014.1,1014.1
2025-09-28 00:35:00+02:00,,,,,,15.5,94.0,14.6,15.5,16.9,1014.1,1014.1
2025-09-28 00:40:00+02:00,,,,,,15.5,94.0,14.5,15.5,16.9,1014.0,1014.0
2025-09-28 00:45:00+02:00,,,,,,15.4,94.0,14.4,15.4,16.8,1014.0,1014.0
2025-09-28 00:50:00+02:00,,,,,,15.4,94.0,14.4,15.4,16.8,1014.0,1014.0
2025-09-28 00:55:00+02:00,,,,,,15.4,94.0,14.4,15.4,16.8,1013.9,1013.9
2025-09-28 01:00:00+02:00,,,,,,15.4,94.0,14.4,15.4,16.8,1014.0,1014.0
2025-09-28 01:05:00+02:00,,,,,,15.3,94.0,14.4,15.3,16.7,1013.9,1013.9
2025-09-28 01:10:00+02:00,,,,,,15.3,94.0,14.3,15.3,16.7,1014.0,1014.0
2025-09-28 01:15:00+02:00,,,,,,15.3,94.0,14.3,15.3,16.7,1014.0,1014.0
2025-09-28 01:20:00+02:00,,,,,,15.3,94.0,14.3,15.3,16.7,1013.9,1013.9
2025-09-28 01:25:00+02:00,,,,,,15.2,94.0,14.2,15.2,16.6,1013.9,1013.9
2025-09-28 01:30:00+02:00,,,,,,15.2,94.0,14.2,15.2,16.6,1013.9,1013.9
2025-09-28 01:35:00+02:00,,,,,,15.2,94.0,14.2,15.2,16.6,1013.9,1013.9
2025-09-28 01:40:00+02:00,,,,,,15.2,94.0,14.2,15.2,16.5,1013.8,1013.8
2025-09-28 01:45:00+02:00,,,,,,15.1,94.0,14.2,15.1,16.4,1013.8,1013.8
2025-09-28 01:50:00+02:00,,,,,,15.1,94.0,14.2,15.1,16.4,1013.9,1013.9
2025-09-28 01:55:00+02:00,,,,,,15.1,94.0,14.1,15.1,16.3,1013.9,1013.9
2025-09-28 02:00:00+02:00,,,,,,15.0,94.0,14.1,15.0,16.3,1013.9,1013.9
2025-09-28 02:05:00+02:00,,,,,,15.0,94.0,14.1,15.0,16.3,1013.8,1013.8
2025-09-28 02:10:00+02:00,,,,,,15.0,94.0,14.0,15.0,16.3,1013.9,1013.9
2025-09-28 02:15:00+02:00,,,,,,14.9,94.0,13.9,14.9,16.2,1013.8,1013.8
2025-09-28 02:20:00+02:00,,,,,,14.9,94.0,13.9,14.9,16.2,1013.9,1013.9
2025-09-28 02:25:00+02:00,,,,,,14.8,94.0,13.9,14.8,16.1,1013.8,1013.8
2025-09-28 02:30:00+02:00,,,,,,14.8,94.0,13.8,14.8,16.0,1013.9,1013.9
2025-09-28 02:35:00+02:00,,,,,,14.8,94.0,13.8,14.8,16.0,1013.9,1013.9
2025-09-28 02:40:00+02:00,,,,,,14.7,94.0,13.7,14.7,15.9,1014.0,1014.0
2025-09-28 02:45:00+02:00,,,,,,14.6,94.0,13.7,14.7,15.8,1014.0,1014.0
2025-09-28 02:50:00+02:00,,,,,,14.6,94.0,13.7,14.6,15.7,1014.0,1014.0
2025-09-28 02:55:00+02:00,,,,,,14.6,94.0,13.6,14.6,15.7,1014.0,1014.0
2025-09-28 03:00:00+02:00,,,,,,14.5,94.0,13.6,14.5,15.6,1014.0,1014.0
2025-09-28 03:05:00+02:00,,,,,,14.5,94.0,13.5,14.5,15.6,1014.0,1014.0
2025-09-28 03:10:00+02:00,,,,,,14.4,94.0,13.5,14.4,15.5,1014.0,1014.0
2025-09-28 03:15:00+02:00,,,,,,14.4,94.0,13.4,14.4,15.5,1014.0,1014.0
2025-09-28 03:20:00+02:00,,,,,,14.3,94.0,13.3,14.3,15.3,1014.0,1014.0
2025-09-28 03:25:00+02:00,,,,,,14.3,94.0,13.4,14.3,15.4,1014.0,1014.0
2025-09-28 03:30:00+02:00,,,,,,14.2,94.0,13.3,14.2,15.3,1014.0,1014.0
2025-09-28 03:35:00+02:00,,,,,,14.2,94.0,13.3,14.2,15.2,1014.0,1014.0
2025-09-28 03:40:00+02:00,,,,,,14.2,94.0,13.3,14.2,15.2,1014.0,1014.0
2025-09-28 03:45:00+02:00,,,,,,14.1,94.0,13.2,14.1,15.1,1014.0,1014.0
2025-09-28 03:50:00+02:00,,,,,,14.1,94.0,13.2,14.1,15.1,1014.1,1014.1
2025-09-28 03:55:00+02:00,,,,,,14.1,94.0,13.1,14.1,15.0,1014.0,1014.0
2025-09-28 04:00:00+02:00,,,,,,14.0,94.0,13.1,14.0,14.9,1014.0,1014.0
2025-09-28 04:05:00+02:00,,,,,,14.0,94.0,13.1,14.0,14.9,1014.0,1014.0
2025-09-28 04:10:00+02:00,,,,,,13.9,94.0,13.0,13.9,14.9,1014.0,1014.0
2025-09-28 04:15:00+02:00,,,,,,13.9,94.0,12.9,13.9,14.8,1014.0,1014.0
2025-09-28 04:20:00+02:00,,,,,,13.9,94.0,12.9,13.9,14.8,1014.1,1014.1
2025-09-28 04:25:00+02:00,,,,,,13.8,94.0,12.8,13.8,14.7,1014.0,1014.0
2025-09-28 04:30:00+02:00,,,,,,13.8,94.0,12.8,13.8,14.7,1013.9,1013.9
2025-09-28 04:35:00+02:00,,,,,,13.7,94.0,12.8,13.7,14.6,1014.0,1014.0
2025-09-28 04:40:00+02:00,,,,,,13.7,94.0,12.8,13.7,14.6,1013.9,1013.9
2025-09-28 04:45:00+02:00,,,,,,13.6,94.0,12.7,13.6,14.5,1014.0,1014.0
2025-09-28 04:50:00+02:00,,,,,,13.6,94.0,12.7,13.6,14.4,1014.0,1014.0
2025-09-28 04:55:00+02:00,,,,,,13.5,94.0,12.6,13.5,14.3,1013.9,1013.9
2025-09-28 05:00:00+02:00,,,,,,13.5,94.0,12.6,13.5,14.3,1013.9,1013.9
2025-09-28 05:05:00+02:00,,,,,,13.4,94.0,12.5,13.4,14.2,1013.9,1013.9
2025-09-28 05:10:00+02:00,,,,,,13.4,94.0,12.4,13.4,14.1,1013.8,1013.8
2025-09-28 05:15:00+02:00,,,,,,13.4,93.0,12.3,13.4,14.1,1013.9,1013.9
2025-09-28 05:20:00+02:00,,,,,,13.3,93.0,12.2,13.3,14.0,1013.8,1013.8
2025-09-28 05:25:00+02:00,,,,,,13.3,93.0,12.2,13.3,14.0,1013.8,1013.8
2025-09-28 05:30:00+02:00,,,,,,13.3,93.0,12.1,13.3,13.9,1013.8,1013.8
2025-09-28 05:35:00+02:00,,,,,,13.2,93.0,12.1,13.2,13.8,1013.8,1013.8
2025-09-28 05:40:00+02:00,,,,,,13.2,93.0,12.1,13.2,13.8,1013.8,1013.8
2025-09-28 05:45:00+02:00,,,,,,13.1,93.0,12.0,13.1,13.7,1013.8,1013.8
2025-09-28 05:50:00+02:00,,,,,,13.0,93.0,11.9,13.0,13.6,1013.8,1013.8
2025-09-28 05:55:00+02:00,,,,,,13.0,93.0,11.9,13.0,13.6,1013.8,1013.8
2025-09-28 06:00:00+02:00,,,,,,12.9,93.0,11.8,12.9,13.5,1013.8,1013.8
2025-09-28 06:05:00+02:00,,,,,,12.9,93.0,11.8,12.9,13.4,1013.8,1013.8
2025-09-28 06:10:00+02:00,,,,,,12.8,93.0,11.7,12.8,13.4,1013.8,1013.8
2025-09-28 06:15:00+02:00,,,,,,12.8,93.0,11.7,12.8,13.3,1013.9,1013.9
2025-09-28 06:20:00+02:00,,,,,,12.8,93.0,11.7,12.8,13.3,1013.9,1013.9
2025-09-28 06:25:00+02:00,,,,,,12.7,93.0,11.6,12.7,13.2,1013.9,1013.9
2025-09-28 06:30:00+02:00,,,,,,12.7,93.0,11.6,12.7,13.2,1013.9,1013.9
2025-09-28 06:35:00+02:00,,,,,,12.6,93.0,11.5,12.6,13.1,1013.9,1013.9
2025-09-28 06:40:00+02:00,,,,,,12.6,93.0,11.5,12.6,13.1,1013.9,1013.9
2025-09-28 06:45:00+02:00,,,,,,12.5,93.0,11.4,12.5,13.0,1013.9,1013.9
2025-09-28 06:50:00+02:00,,,,,,12.5,93.0,11.4,12.5,12.9,1014.0,1014.0
2025-09-28 06:55:00+02:00,,,,,,12.5,93.0,11.4,12.5,12.9,1014.0,1014.0
2025-09-28 07:00:00+02:00,,,,,,12.4,93.0,11.3,12.4,12.9,1014.0,1014.0
2025-09-28 07:05:00+02:00,,,,,,12.4,93.0,11.3,12.4,12.8,1013.9,1013.9
2025-09-28 07:10:00+02:00,,,,,,12.3,93.0,11.2,12.3,12.7,1013.9,1013.9
2025-09-28 07:15:00+02:00,,,,,,12.3,93.0,11.2,12.3,12.7,1014.0,1014.0
2025-09-28 07:20:00+02:00,,,,,,12.3,93.0,11.2,12.3,12.7,1014.0,1014.0
2025-09-28 07:25:00+02:00,,,,,,12.2,93.0,11.1,12.2,12.6,1013.9,1013.9
2025-09-28 07:30:00+02:00,,,,,,12.2,93.0,11.1,12.2,12.5,1013.9,1013.9
2025-09-28 07:35:00+02:00,,,,,,12.1,93.0,11.0,12.1,12.5,1013.9,1013.9
2025-09-28 07:40:00+02:00,,,,,,12.1,93.0,11.0,12.1,12.4,1013.9,1013.9
2025-09-28 07:45:00+02:00,,,,,,12.0,93.0,10.9,12.0,12.3,1013.9,1013.9
2025-09-28 07:50:00+02:00,,,,,,12.0,93.0,10.9,12.0,12.3,1013.9,1013.9
2025-09-28 07:55:00+02:00,,,,,,12.0,93.0,10.9,12.0,12.3,1013.9,1013.9
2025-09-28 08:00:00+02:00,,,,,,11.9,93.0,10.9,11.9,12.2,1013.8,1013.8
2025-09-28 08:05:00+02:00,,,,,,11.9,93.0,10.8,11.9,12.2,1013.9,1013.9
2025-09-28 08:10:00+02:00,,,,,,11.9,93.0,10.8,11.9,12.2,1013.9,1013.9
2025-09-28 08:15:00+02:00,,,,,,11.9,93.0,10.8,11.8,12.1,1013.9,1013.9
2025-09-28 08:20:00+02:00,,,,,,11.8,93.0,10.7,11.8,12.1,1013.9,1013.9
2025-09-28 08:25:00+02:00,,,,,,11.8,93.0,10.7,11.8,12.1,1013.9,1013.9
2025-09-28 08:30:00+02:00,,,,,,11.8,93.0,10.7,11.8,12.1,1013.9,1013.9
