datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,pressure_relative,pressure_absolute
2025-09-03 00:00:00+02:00,,,,,,19.9,93.0,1000.3,1000.3
2025-09-03 00:05:00+02:00,,,,,,19.9,93.0,1000.2,1000.2
2025-09-03 00:10:00+02:00,,,,,,19.8,93.0,1000.2,1000.2
2025-09-03 00:15:00+02:00,,,,,,19.8,93.0,1000.2,1000.2
2025-09-03 00:20:00+02:00,,,,,,19.7,93.0,1000.1,1000.1
2025-09-03 00:25:00+02:00,,,,,,19.7,93.0,1000.1,1000.1
2025-09-03 00:30:00+02:00,,,,,,19.7,93.0,1000.1,1000.1
2025-09-03 00:35:00+02:00,,,,,,19.6,93.0,1000.0,1000.0
2025-09-03 00:40:00+02:00,,,,,,19.6,93.0,999.9,999.9
2025-09-03 00:45:00+02:00,,,,,,19.6,93.0,999.9,999.9
2025-09-03 00:50:00+02:00,,,,,,19.5,93.0,999.8,999.8
2025-09-03 00:55:00+02:00,,,,,,19.5,93.0,999.8,999.8
2025-09-03 01:00:00+02:00,,,,,,19.5,93.0,999.8,999.8
2025-09-03 01:05:00+02:00,,,,,,19.5,93.0,999.8,999.8
2025-09-03 01:10:00+02:00,,,,,,19.4,93.0,1000.0,1000.0
2025-09-03 01:15:00+02:00,,,,,,19.4,93.0,999.8,999.8
2025-09-03 01:20:00+02:00,,,,,,19.4,93.0,999.9,999.9
2025-09-03 01:25:00+02:00,,,,,,19.4,93.0,1000.0,1000.0
2025-09-03 01:30:00+02:00,,,,,,19.3,93.0,1000.1,1000.1
2025-09-03 01:35:00+02:00,,,,,,19.3,93.0,1000.0,1000.0
2025-09-03 01:40:00+02:00,,,,,,19.3,93.0,1000.1,1000.1
2025-09-03 01:45:00+02:00,,,,,,19.3,93.0,1000.0,1000.0
2025-09-03 01:50:00+02:00,,,,,,19.2,93.0,999.9,999.9
2025-09-03 01:55:00+02:00,,,,,,19.2,93.0,999.9,999.9
2025-09-03 02:00:00+02:00,,,,,,19.2,93.0,1000.0,1000.0
2025-09-03 02:05:00+02:00,,,,,,19.1,93.0,999.9,999.9
2025-09-03 02:10:00+02:00,,,,,,19.1,93.0,999.8,999.8
2025-09-03 02:15:00+02:00,,,,,,19.1,93.0,999.8,999.8
2025-09-03 02:20:00+02:00,,,,,,19.1,93.0,999.7,999.7
2025-09-03 02:25:00+02:00,,,,,,19.0,93.0,999.8,999.8
2025-09-03 02:30:00+02:00,,,,,,19.0,93.0,999.8,999.8
2025-09-03 02:35:00+02:00,,,,,,19.0,93.0,999.8,999.8
2025-09-03 02:40:00+02:00,,,,,,18.9,93.0,999.7,999.7
2025-09-03 02:45:00+02:00,,,,,,18.9,93.0,999.7,999.7
2025-09-03 02:50:00+02:00,,,,,,18.9,93.0,999.7,999.7
2025-09-03 02:55:00+02:00,,,,,,18.8,93.0,999.6,999.6
2025-09-03 03:00:00+02:00,,,,,,18.8,93.0,999.6,999.6
2025-09-03 03:05:00+02:00,,,,,,18.8,93.0,999.5,999.5
2025-09-03 03:10:00+02:00,,,,,,18.7,93.0,999.5,999.5
2025-09-03 03:15:00+02:00,,,,,,18.7,93.0,999.5,999.5
2025-09-03 03:20:00+02:00,,,,,,18.7,93.0,999.5,999.5
2025-09-03 03:25:00+02:00,,,,,,18.6,94.0,999.5,999.5
2025-09-03 03:30:00+02:00,,,,,,18.6,93.0,999.4,999.4
2025-09-03 03:35:00+02:00,,,,,,18.6,94.0,999.4,999.4
2025-09-03 03:40:00+02:00,,,,,,18.6,94.0,999.3,999.3
2025-09-03 03:45:00+02:00,,,,,,18.5,94.0,999.3,999.3
2025-09-03 03:50:00+02:00,,,,,,18.5,94.0,999.3,999.3
2025-09-03 03:55:00+02:00,,,,,,18.5,94.0,999.3,999.3
2025-09-03 04:00:00+02:00,,,,,,18.5,94.0,999.3,999.3
2025-09-03 04:05:00+02:00,,,,,,18.5,94.0,999.4,999.4
2025-09-03 04:10:00+02:00,,,,,,18.4,94.0,999.3,999.3
2025-09-03 04:15:00+02:00,,,,,,18.4,94.0,999.3,999.3
2025-09-03 04:20:00+02:00,,,,,,18.4,94.0,999.2,999.2
2025-09-03 04:25:00+02:00,,,,,,18.4,94.0,999.2,999.2
2025-09-03 04:30:00+02:00,,,,,,18.3,94.0,999.3,999.3
2025-09-03 04:35:00+02:00,,,,,,18.3,94.0,999.3,999.3
2025-09-03 04:40:00+02:00,,,,,,18.3,94.0,999.3,999.3
2025-09-03 04:45:00+02:00,,,,,,18.3,94.0,999.3,999.3
2025-09-03 04:50:00+02:00,,,,,,18.3,94.0,999.3,999.3
2025-09-03 04:55:00+02:00,,,,,,18.2,94.0,999.4,999.4
2025-09-03 05:00:00+02:00,,,,,,18.2,94.0,999.4,999.4
2025-09-03 05:05:00+02:00,,,,,,18.2,94.0,999.3,999.3
2025-09-03 05:10:00+02:00,,,,,,18.2,94.0,999.1,999.1
2025-09-03 05:15:00+02:00,,,,,,18.2,94.0,999.1,999.1
2025-09-03 05:20:00+02:00,,,,,,18.2,94.0,999.0,999.0
2025-09-03 05:25:00+02:00,,,,,,18.1,94.0,999.0,999.0
2025-09-03 05:30:00+02:00,,,,,,18.1,94.0,999.0,999.0
2025-09-03 05:35:00+02:00,,,,,,18.1,94.0,999.0,999.0
2025-09-03 05:40:00+02:00,,,,,,18.1,94.0,999.0,999.0
2025-09-03 05:45:00+02:00,,,,,,18.1,94.0,999.0,999.0
2025-09-03 05:50:00+02:00,,,,,,18.1,94.0,999.0,999.0
2025-09-03 05:55:00+02:00,,,,,,18.1,94.0,999.1,999.1
2025-09-03 06:00:00+02:00,,,,,,18.1,94.0,999.0,999.0
2025-09-03 06:05:00+02:00,,,,,,18.0,94.0,999.1,999.1
2025-09-03 06:10:00+02:00,,,,,,18.0,94.0,999.0,999.0
2025-09-03 06:15:00+02:00,,,,,,18.0,94.0,999.1,999.1
2025-09-03 06:20:00+02:00,,,,,,18.0,94.0,999.0,999.0
2025-09-03 06:25:00+02:00,,,,,,18.0,94.0,999.1,999.1
2025-09-03 06:30:00+02:00,,,,,,18.0,94.0,998.9,998.9
2025-09-03 06:35:00+02:00,,,,,,18.0,94.0,999.0,999.0
2025-09-03 06:40:00+02:00,,,,,,18.0,94.0,999.1,999.1
2025-09-03 06:45:00+02:00,,,,,,18.0,94.0,999.1,999.1
2025-09-03 06:50:00+02:00,,,,,,18.0,94.0,999.1,999.1
2025-09-03 06:55:00+02:00,,,,,,18.0,94.0,999.1,999.1
2025-09-03 07:00:00+02:00,,,,,,17.9,94.0,999.2,999.2
2025-09-03 07:05:00+02:00,,,,,,17.9,94.0,999.2,999.2
2025-09-03 07:10:00+02:00,,,,,,17.9,94.0,999.2,999.2
2025-09-03 07:15:00+02:00,,,,,,17.9,94.0,999.3,999.3
2025-09-03 07:20:00+02:00,,,,,,17.9,94.0,999.4,999.4
2025-09-03 07:25:00+02:00,,,,,,17.9,94.0,999.4,999.4
2025-09-03 07:30:00+02:00,,,,,,17.9,94.0,999.4,999.4
2025-09-03 07:35:00+02:00,,,,,,17.9,94.0,999.3,999.3
2025-09-03 07:40:00+02:00,,,,,,17.9,94.0,999.3,999.3
2025-09-03 07:45:00+02:00,,,,,,17.9,94.0,999.2,999.2
2025-09-03 07:50:00+02:00,,,,,,17.9,94.0,999.2,999.2
2025-09-03 07:55:00+02:00,,,,,,17.9,94.0,999.3,999.3
2025-09-03 08:00:00+02:00,,,,,,17.9,94.0,999.4,999.4
2025-09-03 08:05:00+02:00,,,,,,17.9,94.0,999.4,999.4
2025-09-03 08:10:00+02:00,,,,,,17.9,94.0,999.5,999.5
2025-09-03 08:15:00+02:00,,,,,,17.9,94.0,999.5,999.5
2025-09-03 08:20:00+02:00,,,,,,17.9,95.0,999.4,999.4
2025-09-03 08:25:00+02:00,,,,,,17.9,95.0,999.5,999.5
2025-09-03 08:30:00+02:00,,,,,,17.9,95.0,999.5,999.5
2025-09-03 08:35:00+02:00,,,,,,17.9,95.0,999.4,999.4
2025-09-03 08:40:00+02:00,,,,,,18.0,95.0,999.5,999.5
2025-09-03 08:45:00+02:00,,,,,,18.0,95.0,999.5,999.5
2025-09-03 08:50:00+02:00,,,,,,18.0,95.0,999.3,999.3
2025-09-03 08:55:00+02:00,,,,,,18.1,95.0,999.5,999.5
2025-09-03 09:00:00+02:00,,,,,,18.1,95.0,999.4,999.4
2025-09-03 09:05:00+02:00,,,,,,18.2,95.0,999.3,999.3
2025-09-03 09:10:00+02:00,,,,,,18.2,95.0,999.2,999.2
2025-09-03 09:15:00+02:00,,,,,,18.2,95.0,999.3,999.3
2025-09-03 09:20:00+02:00,,,,,,18.3,95.0,999.3,999.3
2025-09-03 09:25:00+02:00,,,,,,18.3,95.0,999.4,999.4
2025-09-03 09:30:00+02:00,,,,,,18.4,95.0,999.3,999.3
2025-09-03 09:35:00+02:00,,,,,,18.4,95.0,999.4,999.4
2025-09-03 09:40:00+02:00,,,,,,18.5,95.0,999.3,999.3
2025-09-03 09:45:00+02:00,,,,,,18.6,95.0,999.3,999.3
2025-09-03 09:50:00+02:00,,,,,,18.7,95.0,999.2,999.2
2025-09-03 09:55:00+02:00,,,,,,18.7,95.0,999.2,999.2
2025-09-03 10:00:00+02:00,,,,,,18.8,95.0,999.1,999.1
2025-09-03 10:05:00+02:00,,,,,,18.9,95.0,999.2,999.2
2025-09-03 10:10:00+02:00,,,,,,19.0,96.0,999.3,999.3
2025-09-03 10:15:00+02:00,,,,,,19.1,96.0,999.3,999.3
2025-09-03 10:20:00+02:00,,,,,,19.2,96.0,999.4,999.4
2025-09-03 10:25:00+02:00,,,,,,19.3,96.0,999.4,999.4
2025-09-03 10:30:00+02:00,,,,,,19.4,95.0,999.4,999.4
2025-09-03 10:35:00+02:00,,,,,,19.6,95.0,999.4,999.4
2025-09-03 10:40:00+02:00,,,,,,19.6,95.0,999.4,999.4
2025-09-03 10:45:00+02:00,,,,,,19.7,94.0,999.5,999.5
