datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,indoor_dew_point,indoor_feels_like,indoor_app_tempin,pressure_relative,pressure_absolute
2025-09-20 00:00:00+02:00,,,,,,20.1,92.0,18.7,20.1,23.2,1010.3,1010.3
2025-09-20 00:05:00+02:00,,,,,,20.0,92.0,18.7,20.0,23.1,1010.2,1010.2
2025-09-20 00:10:00+02:00,,,,,,19.9,92.0,18.6,19.9,22.9,1010.2,1010.2
2025-09-20 00:15:00+02:00,,,,,,19.8,92.0,18.4,19.8,22.8,1010.2,1010.2
2025-09-20 00:20:00+02:00,,,,,,19.8,92.0,18.4,19.8,22.7,1010.1,1010.1
2025-09-20 00:25:00+02:00,,,,,,19.7,92.0,18.4,19.7,22.7,1010.1,1010.1
2025-09-20 00:30:00+02:00,,,,,,19.6,92.0,18.3,19.6,22.5,1010.0,1010.0
2025-09-20 00:35:00+02:00,,,,,,19.6,92.0,18.3,19.6,22.5,1009.9,1009.9
2025-09-20 00:40:00+02:00,,,,,,19.5,92.0,18.2,19.5,22.4,1010.0,1010.0
2025-09-20 00:45:00+02:00,,,,,,19.4,93.0,18.2,19.4,22.3,1009.9,1009.9
2025-09-20 00:50:00+02:00,,,,,,19.4,93.0,18.2,19.4,22.3,1009.9,1009.9
2025-09-20 00:55:00+02:00,,,,,,19.3,93.0,18.2,19.3,22.2,1009.7,1009.7
2025-09-20 01:00:00+02:00,,,,,,19.3,93.0,18.1,19.3,22.1,1009.7,1009.7
2025-09-20 01:05:00+02:00,,,,,,19.2,93.0,18.1,19.2,22.0,1009.7,1009.7
2025-09-20 01:10:00+02:00,,,,,,19.1,93.0,17.9,19.1,21.9,1009.6,1009.6
2025-09-20 01:15:00+02:00,,,,,,19.0,93.0,17.9,19.0,21.8,1009.6,1009.6
2025-09-20 01:20:00+02:00,,,,,,19.0,93.0,17.8,19.0,21.7,1009.5,1009.5
2025-09-20 01:25:00+02:00,,,,,,18.9,93.0,17.7,18.9,21.6,1009.5,1009.5
2025-09-20 01:30:00+02:00,,,,,,18.9,93.0,17.7,18.9,21.6,1009.4,1009.4
2025-09-20 01:35:00+02:00,,,,,,18.8,93.0,17.7,18.8,21.4,1009.3,1009.3
2025-09-20 01:40:00+02:00,,,,,,18.8,93.0,17.6,18.8,21.4,1009.3,1009.3
2025-09-20 01:45:00+02:00,,,,,,18.7,93.0,17.6,18.7,21.3,1009.3,1009.3
2025-09-20 01:50:00+02:00,,,,,,18.7,93.0,17.5,18.7,21.2,1009.2,1009.2
2025-09-20 01:55:00+02:00,,,,,,18.6,93.0,17.4,18.6,21.2,1009.2,1009.2
2025-09-20 02:00:00+02:00,,,,,,18.6,93.0,17.4,18.6,21.1,1009.1,1009.1
2025-09-20 02:05:00+02:00,,,,,,18.5,93.0,17.3,18.5,21.0,1009.3,1009.3
2025-09-20 02:10:00+02:00,,,,,,18.5,93.0,17.3,18.5,21.0,1009.2,1009.2
2025-09-20 02:15:00+02:00,,,,,,18.4,93.0,17.2,18.4,20.9,1009.1,1009.1
2025-09-20 02:20:00+02:00,,,,,,18.4,93.0,17.2,18.3,20.8,1009.0,1009.0
2025-09-20 02:25:00+02:00,,,,,,18.3,93.0,17.2,18.3,20.7,1008.9,1008.9
2025-09-20 02:30:00+02:00,,,,,,18.3,93.0,17.1,18.3,20.7,1008.9,1008.9
2025-09-20 02:35:00+02:00,,,,,,18.2,93.0,17.1,18.2,20.6,1009.0,1009.0
2025-09-20 02:40:00+02:00,,,,,,18.2,93.0,17.0,18.2,20.6,1008.9,1008.9
2025-09-20 02:45:00+02:00,,,,,,18.1,93.0,16.9,18.1,20.4,1008.9,1008.9
2025-09-20 02:50:00+02:00,,,,,,18.0,93.0,16.9,18.0,20.4,1008.8,1008.8
2025-09-20 02:55:00+02:00,,,,,,18.0,93.0,16.8,18.0,20.3,1008.7,1008.7
2025-09-20 03:00:00+02:00,,,,,,17.9,93.0,16.8,17.9,20.2,1008.7,1008.7
2025-09-20 03:05:00+02:00,,,,,,17.9,93.0,16.8,17.9,20.2,1008.7,1008.7
