wahltermin_datum,wahl,Wahlkreis,AGS,Bez-Nr,Wahlberechtigte,Ohne Sperrvermerk,Mit Sperrvermerk,Nicht im W�hlerverzeichnis,Waehler,DavonMitWahlschein,UngueltigeErststimmen,UngueltigeZweitstimmen,GueltigeErststimmen,GueltigeZweitstimmen,CDU,CDU,SPD,SPD,GR�NE,GR�NE,FDP,FDP,DIE LINKE,DIE LINKE,PIRATEN,PIRATEN,pro NRW,pro NRW,NPD,NPD,Tierschutzpartei,Tierschutzpartei,FAMILIE,FAMILIE,BIG,BIG,Die PARTEI,Die PARTEI,�DP,�DP,FBI/Freie W�hler,FBI/Freie W�hler,AUF,AUF,FREIE W�HLER,FREIE W�HLER,Partei der Vernunft,Partei der Vernunft
13.05.2012,Landtagswahl NRW,107,5911000,4503,710,646,64,0,304,0,10,7,294,297,23,21,180,168,26,34,4,5,14,13,47,37,,6,,5,,2,,4,,0,,1,,0,,0,,0,,1,,0
13.05.2012,Landtagswahl NRW,107,5911000,4504,718,580,138,0,332,0,8,8,324,324,65,55,162,131,39,59,7,11,13,15,38,31,,10,,3,,1,,3,,0,,3,,0,,1,,1,,0,,0
13.05.2012,Landtagswahl NRW,107,5911000,4505,903,805,98,0,431,2,12,11,419,420,52,45,241,208,48,66,9,19,24,22,45,46,,6,,2,,2,,2,,1,,1,,0,,0,,0,,0,,0
13.05.2012,Landtagswahl NRW,107,5911000,4506,1292,1090,202,0,638,1,6,5,632,633,124,99,344,301,53,92,24,36,22,23,65,67,,4,,2,,2,,2,,0,,0,,4,,1,,0,,0,,0
13.05.2012,Landtagswahl NRW,107,5911000,4507,1020,850,170,0,544,0,9,8,535,536,101,85,264,223,68,100,22,34,27,23,53,52,,6,,3,,4,,3,,0,,2,,0,,0,,0,,0,,1
13.05.2012,Landtagswahl NRW,107,5911000,4508,944,803,141,0,448,0,7,9,441,439,90,72,236,188,52,80,13,27,19,21,31,32,,6,,2,,4,,3,,0,,1,,0,,0,,0,,2,,1
13.05.2012,Landtagswahl NRW,107,5911000,4509,1163,944,219,0,518,1,13,11,505,507,111,94,256,230,61,76,14,25,19,19,44,36,,8,,2,,6,,2,,0,,2,,2,,1,,1,,2,,1
13.05.2012,Landtagswahl NRW,107,5911000,4510,870,733,137,0,436,4,9,9,427,427,87,71,234,203,50,70,13,22,15,15,28,28,,12,,2,,1,,1,,0,,1,,0,,0,,1,,0,,0
13.05.2012,Landtagswahl NRW,107,5911000,9101,0,0,0,0,478,478,9,6,469,472,138,117,220,220,46,49,20,34,7,9,38,31,,1,,3,,3,,1,,0,,1,,1,,1,,0,,0,,1
13.05.2012,Landtagswahl NRW,107,5911000,9102,0,0,0,0,712,712,14,7,698,705,249,211,294,268,53,83,39,77,9,10,54,43,,4,,1,,5,,1,,0,,2,,0,,0,,0,,0,,0
13.05.2012,Landtagswahl NRW,107,5911000,9103,0,0,0,0,483,483,5,3,478,480,101,85,265,241,43,55,9,19,12,15,48,50,,2,,3,,8,,0,,0,,1,,0,,0,,0,,1,,0
13.05.2012,Landtagswahl NRW,107,5911000,9111,0,0,0,0,561,561,9,13,552,548,164,139,280,258,44,59,16,33,18,19,30,21,,5,,4,,4,,1,,0,,1,,2,,0,,2,,0,,0
13.05.2012,Landtagswahl NRW,107,5911000,9112,0,0,0,0,442,442,4,3,438,439,134,118,218,206,42,53,6,18,12,11,26,20,,2,,1,,3,,2,,0,,2,,2,,0,,0,,0,,1
13.05.2012,Landtagswahl NRW,107,5911000,9113,0,0,0,0,466,466,2,1,464,465,101,87,277,268,36,44,12,24,9,5,29,23,,5,,3,,0,,1,,0,,2,,0,,0,,0,,3,,0
13.05.2012,Landtagswahl NRW,107,5911000,9141,0,0,0,0,580,580,3,2,577,578,179,160,224,222,93,98,26,36,18,14,37,33,,3,,1,,6,,2,,0,,0,,1,,1,,0,,1,,0
13.05.2012,Landtagswahl NRW,107,5911000,9142,0,0,0,0,423,423,8,7,415,416,87,82,223,194,52,61,13,21,15,18,25,26,,1,,1,,0,,3,,3,,0,,0,,2,,1,,1,,2
13.05.2012,Landtagswahl NRW,107,5911000,9143,0,0,0,0,520,520,7,9,513,511,130,101,252,222,66,105,15,29,14,6,36,31,,4,,0,,5,,1,,2,,1,,1,,0,,2,,1,,0
13.05.2012,Landtagswahl NRW,107,5911000,9171,0,0,0,0,486,486,5,4,481,482,138,117,236,229,32,28,14,28,12,18,49,43,,8,,2,,5,,4,,0,,0,,0,,0,,0,,0,,0
13.05.2012,Landtagswahl NRW,107,5911000,9172,0,0,0,0,371,371,8,6,363,365,93,86,200,185,27,33,2,3,7,12,34,33,,4,,3,,2,,1,,0,,0,,0,,0,,2,,0,,1
13.05.2012,Landtagswahl NRW,107,5911000,9311,0,0,0,0,664,664,5,4,659,660,118,109,413,398,29,35,7,14,24,17,68,55,,8,,5,,5,,2,,5,,3,,0,,1,,3,,0,,0
13.05.2012,Landtagswahl NRW,107,5911000,9312,0,0,0,0,702,702,6,7,696,695,156,131,402,386,51,63,23,46,9,9,55,38,,7,,3,,7,,2,,0,,2,,0,,0,,0,,0,,1
13.05.2012,Landtagswahl NRW,107,5911000,9321,0,0,0,0,564,564,4,2,560,562,133,122,310,297,49,58,17,20,6,7,45,40,,6,,3,,5,,3,,0,,0,,0,,0,,0,,1,,0
13.05.2012,Landtagswahl NRW,107,5911000,9322,0,0,0,0,593,593,7,5,586,588,114,103,352,338,35,42,11,15,21,18,53,47,,9,,2,,6,,1,,0,,3,,0,,0,,1,,2,,1
13.05.2012,Landtagswahl NRW,107,5911000,9323,0,0,0,0,584,584,10,8,574,576,114,96,329,322,46,45,8,27,7,8,70,56,,7,,5,,4,,2,,0,,0,,1,,1,,0,,1,,1
13.05.2012,Landtagswahl NRW,107,5911000,9331,0,0,0,0,651,651,4,2,647,649,137,125,369,334,45,63,13,31,14,13,69,69,,2,,4,,6,,2,,0,,0,,0,,0,,0,,0,,0
13.05.2012,Landtagswahl NRW,107,5911000,9332,0,0,0,0,500,500,5,3,495,497,146,126,274,262,25,31,11,16,8,10,31,32,,8,,1,,7,,2,,0,,0,,0,,2,,0,,0,,0
13.05.2012,Landtagswahl NRW,107,5911000,9411,0,0,0,0,488,488,11,9,477,479,113,110,267,242,24,40,14,17,14,15,45,36,,4,,4,,8,,0,,0,,1,,0,,1,,0,,1,,0
13.05.2012,Landtagswahl NRW,107,5911000,9412,0,0,0,0,456,456,8,6,448,450,94,95,255,240,23,31,14,16,9,10,53,33,,5,,4,,5,,4,,0,,3,,0,,2,,1,,0,,1
13.05.2012,Landtagswahl NRW,107,5911000,9421,0,0,0,0,620,620,12,10,608,610,131,121,364,336,36,46,10,27,11,11,56,54,,3,,1,,7,,1,,0,,1,,0,,2,,0,,0,,0
13.05.2012,Landtagswahl NRW,107,5911000,9422,0,0,0,0,541,541,5,6,536,535,129,121,289,266,40,49,10,14,4,6,64,55,,3,,3,,8,,4,,0,,0,,1,,2,,0,,2,,1
13.05.2012,Landtagswahl NRW,107,5911000,9431,0,0,0,0,505,505,8,2,497,503,94,81,294,261,37,52,7,18,19,21,46,37,,7,,5,,7,,5,,1,,2,,0,,1,,3,,2,,0
13.05.2012,Landtagswahl NRW,107,5911000,9432,0,0,0,0,455,455,6,4,449,451,75,64,258,235,34,37,14,24,4,13,64,54,,9,,6,,2,,1,,0,,2,,0,,0,,0,,4,,0
13.05.2012,Landtagswahl NRW,107,5911000,9441,0,0,0,0,391,391,0,1,391,390,80,74,216,195,35,50,4,8,18,19,38,33,,3,,2,,2,,0,,0,,2,,0,,0,,1,,1,,0
13.05.2012,Landtagswahl NRW,107,5911000,9442,0,0,0,0,513,513,7,5,506,508,96,92,287,268,48,56,13,19,14,11,48,36,,5,,8,,6,,2,,0,,1,,2,,0,,1,,1,,0
13.05.2012,Landtagswahl NRW,107,5911000,9451,0,0,0,0,590,590,7,6,583,584,136,126,307,279,54,70,9,18,11,11,66,57,,6,,2,,11,,1,,0,,0,,0,,1,,1,,1,,0
13.05.2012,Landtagswahl NRW,107,5911000,9452,0,0,0,0,716,716,7,11,709,705,145,126,392,358,68,86,17,35,25,24,62,55,,2,,4,,8,,1,,0,,4,,0,,0,,1,,0,,1
