wahltermin_datum,wahl,Wahlkreis,AGS,Bez-Nr,Wahlberechtigte,Ohne Sperrvermerk,Mit Sperrvermerk,Nicht im W�hlerverzeichnis,Waehler,DavonMitWahlschein,UngueltigeErststimmen,UngueltigeZweitstimmen,GueltigeErststimmen,GueltigeZweitstimmen,CDU,CDU,SPD,SPD,GR�NE,GR�NE,FDP,FDP,DIE LINKE,DIE LINKE,PIRATEN,PIRATEN,pro NRW,pro NRW,NPD,NPD,Tierschutzpartei,Tierschutzpartei,FAMILIE,FAMILIE,BIG,BIG,Die PARTEI,Die PARTEI,�DP,�DP,FBI/Freie W�hler,FBI/Freie W�hler,AUF,AUF,FREIE W�HLER,FREIE W�HLER,Partei der Vernunft,Partei der Vernunft
13.05.2012,Landtagswahl NRW,108,5911000,9532,0,0,0,0,426,426,5,3,421,423,96,75,185,150,47,69,23,42,23,20,47,50,,6,,4,,4,,0,,0,,0,,0,,0,,2,,0,,1
13.05.2012,Landtagswahl NRW,108,5911000,9541,0,0,0,0,634,634,2,2,632,632,208,172,314,264,46,78,30,67,13,14,21,25,,7,,2,,1,,1,,0,,1,,0,,0,,0,,0,,0
13.05.2012,Landtagswahl NRW,108,5911000,9542,0,0,0,0,659,659,12,6,647,653,249,191,282,246,48,76,32,84,1,4,35,35,,4,,4,,2,,2,,0,,1,,2,,0,,0,,2,,0
13.05.2012,Landtagswahl NRW,108,5911000,9543,0,0,0,0,537,537,3,3,534,534,213,174,212,176,46,65,18,61,6,7,39,39,,1,,0,,4,,1,,2,,0,,0,,0,,2,,2,,0
13.05.2012,Landtagswahl NRW,108,5911000,9544,0,0,0,0,682,682,9,7,673,675,226,207,296,272,55,68,48,70,11,8,37,34,,5,,3,,3,,0,,0,,3,,0,,0,,0,,2,,0
13.05.2012,Landtagswahl NRW,108,5911000,9611,0,0,0,0,434,434,7,7,427,427,73,71,272,244,33,52,6,8,10,8,33,34,,1,,1,,5,,0,,0,,1,,0,,0,,0,,2,,0
13.05.2012,Landtagswahl NRW,108,5911000,9612,0,0,0,0,608,608,8,6,600,602,158,140,323,296,47,66,21,36,18,17,33,36,,6,,2,,0,,1,,0,,0,,0,,1,,1,,0,,0
13.05.2012,Landtagswahl NRW,108,5911000,9621,0,0,0,0,617,617,17,17,600,600,186,164,313,290,35,50,17,39,9,11,40,29,,2,,7,,5,,0,,0,,1,,1,,0,,0,,0,,1
13.05.2012,Landtagswahl NRW,108,5911000,9622,0,0,0,0,525,525,1,2,524,523,125,118,307,254,41,59,17,32,9,16,25,29,,5,,1,,3,,5,,0,,1,,0,,0,,0,,0,,0
13.05.2012,Landtagswahl NRW,108,5911000,9623,0,0,0,0,534,534,6,3,528,531,153,131,261,261,42,50,30,50,7,9,35,25,,1,,0,,2,,0,,0,,2,,0,,0,,0,,0,,0
13.05.2012,Landtagswahl NRW,108,5911000,9631,0,0,0,0,482,482,12,6,470,476,117,100,264,241,33,46,11,28,7,7,38,32,,10,,0,,7,,0,,1,,1,,0,,0,,2,,0,,1
13.05.2012,Landtagswahl NRW,108,5911000,9632,0,0,0,0,485,485,2,2,483,483,130,113,255,240,36,46,11,22,23,22,28,26,,1,,3,,3,,2,,0,,3,,0,,0,,0,,2,,0
13.05.2012,Landtagswahl NRW,108,5911000,9633,0,0,0,0,545,545,7,7,538,538,170,154,275,250,41,52,15,26,6,9,31,34,,4,,3,,3,,0,,0,,1,,0,,1,,0,,0,,1
13.05.2012,Landtagswahl NRW,108,5911000,9634,0,0,0,0,569,569,5,4,564,565,197,177,270,254,44,55,16,37,9,4,28,24,,5,,2,,2,,3,,0,,0,,0,,0,,0,,0,,2
13.05.2012,Landtagswahl NRW,108,5911000,9641,0,0,0,0,439,439,6,5,433,434,133,117,229,203,24,42,8,26,7,9,32,28,,1,,0,,4,,0,,0,,0,,1,,0,,3,,0,,0
13.05.2012,Landtagswahl NRW,108,5911000,9642,0,0,0,0,408,408,1,0,407,408,90,80,229,218,27,38,14,18,10,7,37,30,,6,,3,,4,,2,,0,,0,,0,,0,,0,,0,,2
13.05.2012,Landtagswahl NRW,108,5911000,9643,0,0,0,0,446,446,4,5,442,441,123,101,239,216,30,48,14,26,13,11,23,26,,5,,0,,5,,2,,0,,0,,1,,0,,0,,0,,0
13.05.2012,Landtagswahl NRW,108,5911000,9651,0,0,0,0,670,670,8,1,662,669,182,165,362,326,43,65,16,27,11,9,48,53,,6,,4,,6,,1,,0,,3,,0,,1,,1,,2,,0
13.05.2012,Landtagswahl NRW,108,5911000,9652,0,0,0,0,671,671,6,7,665,664,197,181,352,311,41,67,15,26,22,15,38,40,,7,,3,,6,,2,,0,,1,,1,,1,,1,,2,,0
13.05.2012,Landtagswahl NRW,108,5911000,9653,0,0,0,0,426,426,1,2,425,424,122,100,234,213,31,42,3,18,12,14,23,22,,7,,3,,4,,0,,0,,0,,0,,0,,1,,0,,0
