"poi_id";"name";"str_hausnr";"plz_ort";"kategorie";"hauptkateg";"beschreib";"link";"bedeut_id";"bedeutung";"erstkateg";"angelegt";"geaendert";"kateg_id";"kateg_pfad";"rechts_utm";"hoch_utm";"abrufdatum"
"22143";"Städt. Kindertageseinrichtung-Familienzentrum Friesenweg";"Friesenweg 28";"44867 Bochum";"Kommunale Kindertagesstätten";"Soziales";"";"www.kitaportal-bochum.de/profil/20";"3";"Örtlich";"1";"2009-07-18";"2023-01-18";"23583";"Soziales/Kindertagesstätten/Kommunale Kindertagesstätten";"371511";"5703385";"2023-10-17"
"22126";"Kath. Kindertageseinrichtung St. Gertrud";"Gertrudenhof 6";"44866 Bochum";"Kath. Kindertagesstätten";"Soziales";"";"familienzentrum-wattenscheid.de/index.php?article_id=9";"3";"Örtlich";"1";"2009-07-18";"2023-01-18";"23585";"Soziales/Kindertagesstätten/Kath. Kindertagesstätten";"370350";"5704706";"2023-10-17"
"22121";"Städt. Kindertageseinrichtung-Familienzentrum Heinrichstraße";"Heinrichstr. 40 a";"44805 Bochum";"Kommunale Kindertagesstätten";"Soziales";"";"www.kitaportal-bochum.de/profil/7";"3";"Örtlich";"1";"2009-07-18";"2023-01-19";"23583";"Soziales/Kindertagesstätten/Kommunale Kindertagesstätten";"380462";"5708592";"2023-10-17"
"22020";"Ev. Kindertageseinrichtung / Familienzentrum Die Schatzinsel";"Wichernstr. 10";"44791 Bochum";"Ev. Kindertagesstätten";"Soziales";"";"www.kita-schatzinsel.de";"3";"Örtlich";"1";"2009-07-18";"2023-08-29";"23584";"Soziales/Kindertagesstätten/Ev. Kindertagesstätten";"378270";"5706247";"2023-10-17"
"21990";"Städt. Kindertageseinrichtung Am Krüzweg";"Am Krüzweg 45";"44879 Bochum";"Kommunale Kindertagesstätten";"Soziales";"";"www.kitaportal-bochum.de/profil/19";"3";"Örtlich";"1";"2009-07-19";"2023-01-18";"23583";"Soziales/Kindertagesstätten/Kommunale Kindertagesstätten";"371504";"5698507";"2023-10-17"
"21961";"Städt. Kindertageseinrichtung Händelstraße";"Händelstr. 50";"44805 Bochum";"Kommunale Kindertagesstätten";"Soziales";"";"www.kitaportal-bochum.de/profil/6";"3";"Örtlich";"1";"2011-10-07";"2023-01-19";"23583";"Soziales/Kindertagesstätten/Kommunale Kindertagesstätten";"379851";"5707639";"2023-10-17"
"21954";"Integrative Kindertageseinrichtung / Familienzentrum Wasserstraße";"Wasserstr. 435";"44795 Bochum";"Kindertagesstätten freie Wohlfahrtsverbände";"Soziales";"";"www.diakonie-ruhr.de/familie_und_jugend/familienzentrum_integrative_kindertagesstaette_wasserstrasse";"3";"Örtlich";"1";"2011-05-25";"2023-08-29";"23595";"Soziales/Kindertagesstätten/Kindertagesstätten freie Wohlfahrtsverbände";"374968";"5701802";"2023-10-17"
"21952";"Ev. Kindertageseinrichtung / Familienzentrum Matthäus";"Matthäusstr. 1";"44795 Bochum";"Ev. Kindertagesstätten";"Soziales";"";"www.matthaeus-kindertageseinrichtung.de";"3";"Örtlich";"1";"2009-07-19";"2018-10-30";"23584";"Soziales/Kindertagesstätten/Ev. Kindertagesstätten";"374308";"5701800";"2023-10-17"
"21946";"Ev. Kindertageseinrichtung Unter dem Regenbogen (Dreihügelstraße)";"Dreihügelstr. 20";"44805 Bochum";"Ev. Kindertagesstätten";"Soziales";"";"www.kitaportal-bochum.de/profil/158";"3";"Örtlich";"1";"2009-07-18";"2023-01-19";"23584";"Soziales/Kindertagesstätten/Ev. Kindertagesstätten";"379835";"5708790";"2023-10-17"
"21882";"Ev. Kindertageseinrichtung Rasselbande (Everstalstraße)";"Everstalstr. 25";"44894 Bochum";"Ev. Kindertagesstätten";"Soziales";"";"www.kitaportal-bochum.de/profil/169";"3";"Örtlich";"1";"2009-07-18";"2023-01-19";"23584";"Soziales/Kindertagesstätten/Ev. Kindertagesstätten";"384097";"5705555";"2023-10-17"
"21875";"Ev. Kindertageseinrichtung Finefraustraße";"Finefraustr. 2";"44793 Bochum";"Ev. Kindertagesstätten";"Soziales";"";"www.kitaportal-bochum.de/profil/142";"3";"Örtlich";"1";"2009-07-18";"2018-10-30";"23584";"Soziales/Kindertagesstätten/Ev. Kindertagesstätten";"373574";"5706921";"2023-10-17"
"21870";"Ev. Kindertageseinrichtung Hoffnungsbaum, Anne-Frank-Straße";"Anne-Frank-Str. 3";"44809 Bochum";"Ev. Kindertagesstätten";"Soziales";"";"www.kirchenkreis-bochum.de/kinder/einrichungen/bo-mitte/kindertageseinrichtung-hoffnungsbaum.html";"3";"Örtlich";"1";"2009-07-18";"2023-04-13";"23584";"Soziales/Kindertagesstätten/Ev. Kindertagesstätten";"374075";"5705954";"2023-10-17"
"21866";"Städt. Kindertageseinrichtung Mandelweg";"Mandelweg 6";"44869 Bochum";"Kommunale Kindertagesstätten";"Soziales";"";"www.kitaportal-bochum.de/profil/21";"3";"Örtlich";"1";"2009-07-18";"2023-01-18";"23583";"Soziales/Kindertagesstätten/Kommunale Kindertagesstätten";"371590";"5702335";"2023-10-17"
"21860";"Kath. Kindertageseinrichtung Liebfrauen";"Hattinger Str. 812 a";"44879 Bochum";"Kath. Kindertagesstätten";"Soziales";"";"www.liebfrauenbochum.de/kinder-jugend/kita-liebfrauen";"3";"Örtlich";"1";"2009-07-19";"2018-10-30";"23585";"Soziales/Kindertagesstätten/Kath. Kindertagesstätten";"372170";"5698981";"2023-10-17"
"21859";"Kath. Kindertageseinrichtung Gräfin-Imma";"Am Brunen 10";"44797 Bochum";"Kath. Kindertagesstätten";"Soziales";"";"www.graefin-imma.de";"3";"Örtlich";"1";"2009-07-18";"2018-10-30";"23585";"Soziales/Kindertagesstätten/Kath. Kindertagesstätten";"377850";"5698400";"2023-10-17"
"21845";"Ev. Kindertageseinrichtung Langendreerstraße";"Langendreerstr. 74 a";"44892 Bochum";"Ev. Kindertagesstätten";"Soziales";"";"www.kitaportal-bochum.de/profil/166";"3";"Örtlich";"1";"2009-07-18";"2018-10-30";"23584";"Soziales/Kindertagesstätten/Ev. Kindertagesstätten";"383601";"5702170";"2023-10-17"
"21842";"Städt. Kindertageseinrichtung/ Familienzentrum Zechenstraße";"Zechenstr. 12";"44791 Bochum";"Kommunale Kindertagesstätten";"Soziales";"";"www.kitaportal-bochum.de/profil/13";"3";"Örtlich";"1";"2009-07-18";"2023-01-18";"23583";"Soziales/Kindertagesstätten/Kommunale Kindertagesstätten";"375589";"5705953";"2023-10-17"
"21839";"Kath. Kindertageseinrichtung St. Marien";"Forstring 4";"44869 Bochum";"Kath. Kindertagesstätten";"Soziales";"";"www.kitaportal-bochum.de/profil/118";"3";"Örtlich";"1";"2009-07-18";"2023-01-18";"23585";"Soziales/Kindertagesstätten/Kath. Kindertagesstätten";"371509";"5701405";"2023-10-17"
"21838";"Ev. Kindertageseinrichtung Nelkenweg (Unterm Himmelszelt)";"Nelkenweg 1";"44869 Bochum";"Ev. Kindertagesstätten";"Soziales";"";"www.kitaportal-bochum.de/profil/139";"3";"Örtlich";"1";"2009-07-18";"2023-01-18";"23584";"Soziales/Kindertagesstätten/Ev. Kindertagesstätten";"372761";"5701434";"2023-10-17"
"21837";"Kath.Kindertageseinrichtung Kindervilla Dreihügel";"Dreihügelstr. 28";"44805 Bochum";"Kath. Kindertagesstätten";"Soziales";"";"www.pfarrei-liebfrauen.de/kitas";"3";"Örtlich";"1";"2009-07-18";"2018-10-30";"23585";"Soziales/Kindertagesstätten/Kath. Kindertagesstätten";"379864";"5709030";"2023-10-17"
"21760";"Städt. Kindertageseinrichtung Lohackerstraße";"Lohackerstr. 45";"44867 Bochum";"Kommunale Kindertagesstätten";"Soziales";"";"www.kitaportal-bochum.de/profil/14";"3";"Örtlich";"1";"2009-07-18";"2023-01-18";"23583";"Soziales/Kindertagesstätten/Kommunale Kindertagesstätten";"371602";"5703860";"2023-10-17"
