datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,pressure_relative,pressure_absolute
2024-12-02 00:00:00+01:00,,,,,,6.6,74.0,1002.2,1002.2
2024-12-02 00:05:00+01:00,,,,,,6.6,74.0,1002.1,1002.1
2024-12-02 00:10:00+01:00,,,,,,6.6,74.0,1002.2,1002.2
2024-12-02 00:15:00+01:00,,,,,,6.6,74.0,1002.1,1002.1
2024-12-02 00:20:00+01:00,,,,,,6.6,74.0,1002.1,1002.1
2024-12-02 00:25:00+01:00,,,,,,6.6,74.0,1002.1,1002.1
2024-12-02 00:30:00+01:00,,,,,,6.6,74.0,1001.9,1001.9
2024-12-02 00:35:00+01:00,,,,,,6.6,74.0,1001.9,1001.9
2024-12-02 00:40:00+01:00,,,,,,6.6,74.0,1002.0,1002.0
2024-12-02 00:45:00+01:00,,,,,,6.6,74.0,1001.8,1001.8
2024-12-02 00:50:00+01:00,,,,,,6.6,74.0,1001.8,1001.8
2024-12-02 00:55:00+01:00,,,,,,6.6,74.0,1001.8,1001.8
2024-12-02 01:00:00+01:00,,,,,,6.6,74.0,1001.9,1001.9
2024-12-02 01:05:00+01:00,,,,,,6.6,74.0,1001.7,1001.7
2024-12-02 01:10:00+01:00,,,,,,6.6,74.0,1001.7,1001.7
2024-12-02 01:15:00+01:00,,,,,,6.6,74.0,1001.7,1001.7
2024-12-02 01:20:00+01:00,,,,,,6.6,74.0,1001.6,1001.6
2024-12-02 01:25:00+01:00,,,,,,6.6,74.0,1001.7,1001.7
2024-12-02 01:30:00+01:00,,,,,,6.6,74.0,1001.6,1001.6
2024-12-02 01:35:00+01:00,,,,,,6.6,74.0,1001.5,1001.5
2024-12-02 01:40:00+01:00,,,,,,6.6,74.0,1001.6,1001.6
2024-12-02 01:45:00+01:00,,,,,,6.6,74.0,1001.6,1001.6
2024-12-02 01:50:00+01:00,,,,,,6.6,74.0,1001.6,1001.6
2024-12-02 01:55:00+01:00,,,,,,6.6,74.0,1001.7,1001.7
2024-12-02 02:00:00+01:00,,,,,,6.6,74.0,1001.7,1001.7
2024-12-02 02:05:00+01:00,,,,,,6.6,74.0,1001.7,1001.7
2024-12-02 02:10:00+01:00,,,,,,6.6,74.0,1001.7,1001.7
2024-12-02 02:15:00+01:00,,,,,,6.6,74.0,1001.5,1001.5
2024-12-02 02:20:00+01:00,,,,,,6.6,74.0,1001.5,1001.5
2024-12-02 02:25:00+01:00,,,,,,6.7,74.0,1001.5,1001.5
2024-12-02 02:30:00+01:00,,,,,,6.7,74.0,1001.5,1001.5
2024-12-02 02:35:00+01:00,,,,,,6.7,74.0,1001.5,1001.5
2024-12-02 02:40:00+01:00,,,,,,6.7,74.0,1001.4,1001.4
2024-12-02 02:45:00+01:00,,,,,,6.7,74.0,1001.4,1001.4
2024-12-02 02:50:00+01:00,,,,,,6.7,74.0,1001.4,1001.4
2024-12-02 02:55:00+01:00,,,,,,6.7,74.0,1001.3,1001.3
2024-12-02 03:00:00+01:00,,,,,,6.7,74.0,1001.4,1001.4
2024-12-02 03:05:00+01:00,,,,,,6.7,74.0,1001.3,1001.3
2024-12-02 03:10:00+01:00,,,,,,6.7,74.0,1001.4,1001.4
2024-12-02 03:15:00+01:00,,,,,,6.7,74.0,1001.2,1001.2
2024-12-02 03:20:00+01:00,,,,,,6.7,74.0,1001.2,1001.2
2024-12-02 03:25:00+01:00,,,,,,6.7,74.0,1001.0,1001.0
2024-12-02 03:30:00+01:00,,,,,,6.7,74.0,1000.9,1000.9
2024-12-02 03:35:00+01:00,,,,,,6.7,74.0,1000.9,1000.9
2024-12-02 03:40:00+01:00,,,,,,6.7,74.0,1000.9,1000.9
2024-12-02 03:45:00+01:00,,,,,,6.8,74.0,1000.9,1000.9
2024-12-02 03:50:00+01:00,,,,,,6.8,74.0,1000.7,1000.7
2024-12-02 03:55:00+01:00,,,,,,6.8,75.0,1000.6,1000.6
2024-12-02 04:00:00+01:00,,,,,,6.8,74.0,1000.6,1000.6
2024-12-02 04:05:00+01:00,,,,,,6.8,74.0,1000.5,1000.5
2024-12-02 04:10:00+01:00,,,,,,6.8,74.0,1000.5,1000.5
2024-12-02 04:15:00+01:00,,,,,,6.8,75.0,1000.2,1000.2
2024-12-02 04:20:00+01:00,,,,,,6.8,74.0,1000.1,1000.1
2024-12-02 04:25:00+01:00,,,,,,6.8,75.0,1000.1,1000.1
2024-12-02 04:30:00+01:00,,,,,,6.9,75.0,1000.2,1000.2
2024-12-02 04:35:00+01:00,,,,,,6.9,75.0,1000.1,1000.1
2024-12-02 04:40:00+01:00,,,,,,6.9,74.0,1000.1,1000.1
2024-12-02 04:45:00+01:00,,,,,,6.9,75.0,999.9,999.9
2024-12-02 04:50:00+01:00,,,,,,6.9,75.0,1000.0,1000.0
2024-12-02 04:55:00+01:00,,,,,,6.9,75.0,999.9,999.9
2024-12-02 05:00:00+01:00,,,,,,6.9,75.0,999.9,999.9
