datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,pressure_relative,pressure_absolute
2024-12-07 00:00:00+01:00,,,,,,7.3,78.0,999.1,999.1
2024-12-07 00:05:00+01:00,,,,,,7.3,78.0,999.1,999.1
2024-12-07 00:10:00+01:00,,,,,,7.3,78.0,999.2,999.2
2024-12-07 00:15:00+01:00,,,,,,7.2,78.0,999.0,999.0
2024-12-07 00:20:00+01:00,,,,,,7.2,78.0,999.0,999.0
2024-12-07 00:25:00+01:00,,,,,,7.2,77.0,999.0,999.0
2024-12-07 00:30:00+01:00,,,,,,7.2,77.0,998.7,998.7
2024-12-07 00:35:00+01:00,,,,,,7.1,77.0,998.6,998.6
2024-12-07 00:40:00+01:00,,,,,,7.1,77.0,998.4,998.4
2024-12-07 00:45:00+01:00,,,,,,7.1,77.0,998.3,998.3
2024-12-07 00:50:00+01:00,,,,,,7.0,77.0,998.1,998.1
2024-12-07 00:55:00+01:00,,,,,,7.0,77.0,998.0,998.0
2024-12-07 01:00:00+01:00,,,,,,6.9,77.0,997.8,997.8
2024-12-07 01:05:00+01:00,,,,,,6.9,77.0,997.7,997.7
2024-12-07 01:10:00+01:00,,,,,,6.9,77.0,997.6,997.6
2024-12-07 01:15:00+01:00,,,,,,6.9,77.0,997.6,997.6
2024-12-07 01:20:00+01:00,,,,,,6.8,77.0,997.5,997.5
2024-12-07 01:25:00+01:00,,,,,,6.8,77.0,997.4,997.4
2024-12-07 01:30:00+01:00,,,,,,6.8,77.0,997.1,997.1
2024-12-07 01:35:00+01:00,,,,,,6.8,77.0,996.9,996.9
2024-12-07 01:40:00+01:00,,,,,,6.7,77.0,996.9,996.9
2024-12-07 01:45:00+01:00,,,,,,6.7,77.0,996.8,996.8
2024-12-07 01:50:00+01:00,,,,,,6.7,77.0,996.7,996.7
2024-12-07 01:55:00+01:00,,,,,,6.7,77.0,996.7,996.7
2024-12-07 02:00:00+01:00,,,,,,6.6,77.0,996.4,996.4
2024-12-07 02:05:00+01:00,,,,,,6.6,77.0,996.1,996.1
2024-12-07 02:10:00+01:00,,,,,,6.6,77.0,995.9,995.9
2024-12-07 02:15:00+01:00,,,,,,6.6,77.0,995.8,995.8
2024-12-07 02:20:00+01:00,,,,,,6.6,77.0,995.6,995.6
2024-12-07 02:25:00+01:00,,,,,,6.6,77.0,995.4,995.4
2024-12-07 02:30:00+01:00,,,,,,6.5,77.0,995.3,995.3
2024-12-07 02:35:00+01:00,,,,,,6.5,77.0,995.0,995.0
2024-12-07 02:40:00+01:00,,,,,,6.5,77.0,994.9,994.9
2024-12-07 02:45:00+01:00,,,,,,6.5,77.0,994.8,994.8
2024-12-07 02:50:00+01:00,,,,,,6.5,77.0,994.7,994.7
2024-12-07 02:55:00+01:00,,,,,,6.5,77.0,994.6,994.6
2024-12-07 03:00:00+01:00,,,,,,6.5,77.0,994.4,994.4
2024-12-07 03:05:00+01:00,,,,,,6.4,77.0,994.1,994.1
2024-12-07 03:10:00+01:00,,,,,,6.4,77.0,993.9,993.9
2024-12-07 03:15:00+01:00,,,,,,6.4,77.0,993.8,993.8
2024-12-07 03:20:00+01:00,,,,,,6.4,77.0,993.8,993.8
2024-12-07 03:25:00+01:00,,,,,,6.4,77.0,993.6,993.6
2024-12-07 03:30:00+01:00,,,,,,6.4,77.0,993.5,993.5
2024-12-07 03:35:00+01:00,,,,,,6.4,77.0,993.2,993.2
2024-12-07 03:40:00+01:00,,,,,,6.4,77.0,993.1,993.1
2024-12-07 03:45:00+01:00,,,,,,6.4,77.0,993.1,993.1
2024-12-07 03:50:00+01:00,,,,,,6.4,77.0,992.9,992.9
2024-12-07 03:55:00+01:00,,,,,,6.4,78.0,992.7,992.7
2024-12-07 04:00:00+01:00,,,,,,6.4,78.0,992.5,992.5
2024-12-07 04:05:00+01:00,,,,,,6.4,78.0,992.3,992.3
2024-12-07 04:10:00+01:00,,,,,,6.4,78.0,992.1,992.1
2024-12-07 04:15:00+01:00,,,,,,6.4,78.0,991.8,991.8
2024-12-07 04:20:00+01:00,,,,,,6.4,78.0,991.7,991.7
2024-12-07 04:25:00+01:00,,,,,,6.4,78.0,991.4,991.4
2024-12-07 04:30:00+01:00,,,,,,6.4,78.0,991.2,991.2
2024-12-07 04:35:00+01:00,,,,,,6.4,78.0,991.2,991.2
2024-12-07 04:40:00+01:00,,,,,,6.4,78.0,990.8,990.8
