datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,pressure_relative,pressure_absolute
2025-01-30 00:00:00+01:00,,,,,,7.3,85.0,995.5,995.5
2025-01-30 00:05:00+01:00,,,,,,7.3,85.0,995.5,995.5
2025-01-30 00:10:00+01:00,,,,,,7.3,85.0,995.3,995.3
2025-01-30 00:15:00+01:00,,,,,,7.3,85.0,995.4,995.4
2025-01-30 00:20:00+01:00,,,,,,7.3,85.0,995.4,995.4
2025-01-30 00:25:00+01:00,,,,,,7.3,85.0,995.4,995.4
2025-01-30 00:30:00+01:00,,,,,,7.3,85.0,995.4,995.4
2025-01-30 00:35:00+01:00,,,,,,7.3,85.0,995.4,995.4
2025-01-30 00:40:00+01:00,,,,,,7.2,85.0,995.5,995.5
2025-01-30 00:45:00+01:00,,,,,,7.2,85.0,995.5,995.5
2025-01-30 00:50:00+01:00,,,,,,7.2,85.0,995.5,995.5
2025-01-30 00:55:00+01:00,,,,,,7.2,85.0,995.5,995.5
2025-01-30 01:00:00+01:00,,,,,,7.2,85.0,995.6,995.6
2025-01-30 01:05:00+01:00,,,,,,7.2,85.0,995.6,995.6
2025-01-30 01:10:00+01:00,,,,,,7.2,85.0,995.5,995.5
2025-01-30 01:15:00+01:00,,,,,,7.2,85.0,995.5,995.5
2025-01-30 01:20:00+01:00,,,,,,7.2,85.0,995.6,995.6
2025-01-30 01:25:00+01:00,,,,,,7.2,85.0,995.7,995.7
2025-01-30 01:30:00+01:00,,,,,,7.2,85.0,995.6,995.6
2025-01-30 01:35:00+01:00,,,,,,7.2,85.0,995.7,995.7
2025-01-30 01:40:00+01:00,,,,,,7.2,85.0,995.7,995.7
2025-01-30 01:45:00+01:00,,,,,,7.2,85.0,995.7,995.7
2025-01-30 01:50:00+01:00,,,,,,7.2,85.0,995.7,995.7
2025-01-30 01:55:00+01:00,,,,,,7.2,85.0,995.8,995.8
2025-01-30 02:00:00+01:00,,,,,,7.1,85.0,995.6,995.6
2025-01-30 02:05:00+01:00,,,,,,7.1,85.0,995.7,995.7
2025-01-30 02:10:00+01:00,,,,,,7.1,85.0,995.8,995.8
2025-01-30 02:15:00+01:00,,,,,,7.1,85.0,995.7,995.7
2025-01-30 02:20:00+01:00,,,,,,7.1,85.0,995.8,995.8
2025-01-30 02:25:00+01:00,,,,,,7.1,85.0,995.7,995.7
2025-01-30 02:30:00+01:00,,,,,,7.1,85.0,995.8,995.8
2025-01-30 02:35:00+01:00,,,,,,7.1,85.0,995.7,995.7
2025-01-30 02:40:00+01:00,,,,,,7.1,85.0,995.7,995.7
2025-01-30 02:50:00+01:00,,,,,,7.1,85.0,995.8,995.8
2025-01-30 02:55:00+01:00,,,,,,7.1,85.0,995.8,995.8
2025-01-30 03:00:00+01:00,,,,,,7.1,85.0,995.8,995.8
2025-01-30 03:05:00+01:00,,,,,,7.1,85.0,995.8,995.8
2025-01-30 03:10:00+01:00,,,,,,7.1,85.0,995.8,995.8
2025-01-30 03:15:00+01:00,,,,,,7.1,85.0,995.8,995.8
2025-01-30 03:20:00+01:00,,,,,,7.1,85.0,995.8,995.8
2025-01-30 03:25:00+01:00,,,,,,7.1,85.0,995.9,995.9
2025-01-30 03:30:00+01:00,,,,,,7.1,85.0,995.8,995.8
2025-01-30 03:35:00+01:00,,,,,,7.1,86.0,995.9,995.9
2025-01-30 03:40:00+01:00,,,,,,7.1,85.0,995.9,995.9
2025-01-30 03:45:00+01:00,,,,,,7.1,85.0,995.9,995.9
2025-01-30 03:50:00+01:00,,,,,,7.1,85.0,995.9,995.9
2025-01-30 03:55:00+01:00,,,,,,7.1,85.0,996.0,996.0
2025-01-30 04:00:00+01:00,,,,,,7.1,85.0,996.0,996.0
2025-01-30 04:05:00+01:00,,,,,,7.0,85.0,996.0,996.0
2025-01-30 04:10:00+01:00,,,,,,7.1,85.0,996.0,996.0
2025-01-30 04:15:00+01:00,,,,,,7.0,85.0,995.9,995.9
2025-01-30 04:20:00+01:00,,,,,,7.0,85.0,996.0,996.0
2025-01-30 04:25:00+01:00,,,,,,7.0,85.0,996.1,996.1
2025-01-30 04:30:00+01:00,,,,,,7.0,85.0,996.2,996.2
2025-01-30 04:35:00+01:00,,,,,,7.0,85.0,996.2,996.2
2025-01-30 04:40:00+01:00,,,,,,7.0,85.0,996.2,996.2
2025-01-30 04:45:00+01:00,,,,,,7.0,85.0,996.2,996.2
2025-01-30 04:50:00+01:00,,,,,,7.0,85.0,996.2,996.2
2025-01-30 04:55:00+01:00,,,,,,7.0,86.0,996.3,996.3
2025-01-30 05:00:00+01:00,,,,,,7.0,86.0,996.4,996.4
2025-01-30 05:05:00+01:00,,,,,,7.0,85.0,996.3,996.3
2025-01-30 05:10:00+01:00,,,,,,7.0,86.0,996.5,996.5
2025-01-30 05:15:00+01:00,,,,,,7.0,86.0,996.4,996.4
2025-01-30 05:20:00+01:00,,,,,,7.0,86.0,996.6,996.6
