datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,indoor_dew_point,indoor_feels_like,indoor_app_tempin,pressure_relative,pressure_absolute
2025-10-05 00:00:00+02:00,,,,,,12.3,69.0,6.8,12.3,11.6,990.3,990.3
2025-10-05 00:05:00+02:00,,,,,,12.3,69.0,6.8,12.3,11.6,990.3,990.3
2025-10-05 00:10:00+02:00,,,,,,12.3,69.0,6.8,12.3,11.6,990.4,990.4
2025-10-05 00:15:00+02:00,,,,,,12.3,69.0,6.8,12.3,11.6,990.4,990.4
2025-10-05 00:20:00+02:00,,,,,,12.3,69.0,6.8,12.3,11.6,990.4,990.4
2025-10-05 00:25:00+02:00,,,,,,12.3,69.0,6.8,12.3,11.6,990.6,990.6
2025-10-05 00:30:00+02:00,,,,,,12.3,69.0,6.8,12.3,11.5,990.5,990.5
2025-10-05 00:35:00+02:00,,,,,,12.3,69.0,6.8,12.3,11.5,990.5,990.5
2025-10-05 00:40:00+02:00,,,,,,12.2,69.0,6.7,12.2,11.4,990.4,990.4
2025-10-05 00:45:00+02:00,,,,,,12.2,69.0,6.7,12.2,11.4,990.6,990.6
2025-10-05 00:50:00+02:00,,,,,,12.2,69.0,6.7,12.2,11.4,990.6,990.6
2025-10-05 00:55:00+02:00,,,,,,12.2,69.0,6.7,12.2,11.4,990.7,990.7
2025-10-05 01:00:00+02:00,,,,,,12.2,69.0,6.7,12.2,11.4,990.8,990.8
2025-10-05 01:05:00+02:00,,,,,,12.2,69.0,6.8,12.2,11.5,990.7,990.7
2025-10-05 01:10:00+02:00,,,,,,12.2,70.0,6.8,12.2,11.5,990.9,990.9
2025-10-05 01:15:00+02:00,,,,,,12.2,70.0,6.9,12.2,11.5,990.8,990.8
2025-10-05 01:20:00+02:00,,,,,,12.2,70.0,6.9,12.2,11.5,990.7,990.7
2025-10-05 01:25:00+02:00,,,,,,12.2,70.0,6.9,12.2,11.5,990.8,990.8
2025-10-05 01:30:00+02:00,,,,,,12.2,70.0,6.9,12.2,11.5,991.0,991.0
2025-10-05 01:35:00+02:00,,,,,,12.2,70.0,6.9,12.2,11.4,991.0,991.0
2025-10-05 01:40:00+02:00,,,,,,12.1,70.0,6.8,12.1,11.4,991.0,991.0
2025-10-05 01:45:00+02:00,,,,,,12.2,70.0,6.9,12.2,11.4,991.1,991.1
2025-10-05 01:50:00+02:00,,,,,,12.1,70.0,6.8,12.1,11.3,991.2,991.2
2025-10-05 01:55:00+02:00,,,,,,12.1,70.0,6.8,12.1,11.3,991.3,991.3
2025-10-05 02:00:00+02:00,,,,,,12.1,70.0,6.8,12.1,11.3,991.3,991.3
2025-10-05 02:05:00+02:00,,,,,,12.1,70.0,6.8,12.1,11.3,991.4,991.4
2025-10-05 02:10:00+02:00,,,,,,12.1,70.0,6.8,12.1,11.3,991.4,991.4
2025-10-05 02:15:00+02:00,,,,,,12.1,70.0,6.8,12.1,11.3,991.4,991.4
2025-10-05 02:20:00+02:00,,,,,,12.1,70.0,6.8,12.1,11.3,991.5,991.5
2025-10-05 02:25:00+02:00,,,,,,12.1,70.0,6.8,12.1,11.3,991.6,991.6
2025-10-05 02:30:00+02:00,,,,,,12.0,70.0,6.8,12.0,11.3,991.5,991.5
2025-10-05 02:35:00+02:00,,,,,,12.0,70.0,6.7,12.0,11.2,991.5,991.5
2025-10-05 02:40:00+02:00,,,,,,12.0,70.0,6.7,12.0,11.2,991.6,991.6
2025-10-05 02:45:00+02:00,,,,,,12.0,70.0,6.7,12.0,11.2,991.6,991.6
2025-10-05 02:50:00+02:00,,,,,,12.0,70.0,6.7,12.0,11.2,991.4,991.4
2025-10-05 02:55:00+02:00,,,,,,11.9,70.0,6.7,11.9,11.2,991.4,991.4
2025-10-05 03:00:00+02:00,,,,,,11.9,70.0,6.6,11.9,11.1,991.4,991.4
2025-10-05 03:05:00+02:00,,,,,,11.9,70.0,6.6,11.9,11.1,991.6,991.6
2025-10-05 03:10:00+02:00,,,,,,11.9,70.0,6.6,11.9,11.1,991.5,991.5
2025-10-05 03:15:00+02:00,,,,,,11.9,70.0,6.6,11.9,11.1,991.6,991.6
2025-10-05 03:20:00+02:00,,,,,,11.8,71.0,6.7,11.8,11.1,991.5,991.5
2025-10-05 03:25:00+02:00,,,,,,11.8,71.0,6.7,11.8,11.1,991.6,991.6
2025-10-05 03:30:00+02:00,,,,,,11.8,71.0,6.7,11.8,11.1,991.6,991.6
2025-10-05 03:35:00+02:00,,,,,,11.8,71.0,6.7,11.8,11.1,991.6,991.6
2025-10-05 03:40:00+02:00,,,,,,11.8,71.0,6.7,11.8,11.1,991.6,991.6
2025-10-05 03:45:00+02:00,,,,,,11.8,71.0,6.7,11.8,11.1,991.6,991.6
2025-10-05 03:50:00+02:00,,,,,,11.8,71.0,6.7,11.8,11.1,991.8,991.8
2025-10-05 03:55:00+02:00,,,,,,11.8,71.0,6.7,11.8,11.0,991.8,991.8
2025-10-05 04:00:00+02:00,,,,,,11.7,71.0,6.7,11.7,11.0,991.9,991.9
2025-10-05 04:05:00+02:00,,,,,,11.7,71.0,6.7,11.7,10.9,991.9,991.9
2025-10-05 04:10:00+02:00,,,,,,11.7,71.0,6.7,11.7,10.9,991.9,991.9
2025-10-05 04:15:00+02:00,,,,,,11.7,71.0,6.7,11.7,10.9,991.8,991.8
2025-10-05 04:20:00+02:00,,,,,,11.7,71.0,6.7,11.7,10.9,991.9,991.9
2025-10-05 04:25:00+02:00,,,,,,11.7,71.0,6.7,11.7,10.9,991.9,991.9
2025-10-05 04:30:00+02:00,,,,,,11.7,71.0,6.7,11.7,10.9,992.0,992.0
2025-10-05 04:35:00+02:00,,,,,,11.7,71.0,6.7,11.7,10.9,992.0,992.0
2025-10-05 04:40:00+02:00,,,,,,11.7,71.0,6.7,11.7,10.9,992.1,992.1
2025-10-05 04:45:00+02:00,,,,,,11.7,71.0,6.6,11.7,10.8,992.0,992.0
2025-10-05 04:50:00+02:00,,,,,,11.6,71.0,6.6,11.6,10.8,992.0,992.0
2025-10-05 04:55:00+02:00,,,,,,11.6,71.0,6.6,11.6,10.8,992.0,992.0
2025-10-05 05:00:00+02:00,,,,,,11.6,71.0,6.6,11.6,10.8,992.1,992.1
2025-10-05 05:05:00+02:00,,,,,,11.6,72.0,6.7,11.6,10.8,992.3,992.3
2025-10-05 05:10:00+02:00,,,,,,11.6,72.0,6.7,11.6,10.8,992.2,992.2
2025-10-05 05:15:00+02:00,,,,,,11.5,71.0,6.5,11.5,10.7,992.1,992.1
2025-10-05 05:20:00+02:00,,,,,,11.5,72.0,6.6,11.5,10.7,992.1,992.1
2025-10-05 05:25:00+02:00,,,,,,11.5,72.0,6.6,11.5,10.7,992.1,992.1
2025-10-05 05:30:00+02:00,,,,,,11.5,72.0,6.6,11.5,10.7,992.2,992.2
2025-10-05 05:35:00+02:00,,,,,,11.5,72.0,6.6,11.5,10.7,992.1,992.1
2025-10-05 05:40:00+02:00,,,,,,11.4,72.0,6.6,11.4,10.7,992.1,992.1
2025-10-05 05:45:00+02:00,,,,,,11.4,72.0,6.5,11.4,10.6,992.1,992.1
2025-10-05 05:50:00+02:00,,,,,,11.4,72.0,6.5,11.4,10.6,992.0,992.0
2025-10-05 05:55:00+02:00,,,,,,11.4,72.0,6.5,11.4,10.6,992.1,992.1
2025-10-05 06:00:00+02:00,,,,,,11.4,72.0,6.5,11.4,10.6,992.1,992.1
2025-10-05 06:05:00+02:00,,,,,,11.3,72.0,6.5,11.3,10.5,992.0,992.0
2025-10-05 06:10:00+02:00,,,,,,11.3,72.0,6.4,11.3,10.5,992.1,992.1
2025-10-05 06:15:00+02:00,,,,,,11.3,72.0,6.4,11.3,10.5,992.1,992.1
2025-10-05 06:20:00+02:00,,,,,,11.3,72.0,6.4,11.3,10.5,992.2,992.2
2025-10-05 06:25:00+02:00,,,,,,11.3,72.0,6.4,11.3,10.4,992.2,992.2
2025-10-05 06:30:00+02:00,,,,,,11.2,72.0,6.4,11.2,10.3,992.2,992.2
2025-10-05 06:35:00+02:00,,,,,,11.2,72.0,6.4,11.2,10.3,992.3,992.3
2025-10-05 06:40:00+02:00,,,,,,11.2,72.0,6.4,11.2,10.3,992.3,992.3
2025-10-05 06:45:00+02:00,,,,,,11.2,72.0,6.4,11.2,10.3,992.3,992.3
2025-10-05 06:50:00+02:00,,,,,,11.2,72.0,6.4,11.2,10.3,992.3,992.3
2025-10-05 06:55:00+02:00,,,,,,11.2,72.0,6.3,11.2,10.3,992.3,992.3
2025-10-05 07:00:00+02:00,,,,,,11.1,72.0,6.3,11.1,10.2,992.3,992.3
2025-10-05 07:05:00+02:00,,,,,,11.1,72.0,6.3,11.1,10.2,992.4,992.4
2025-10-05 07:10:00+02:00,,,,,,11.1,72.0,6.3,11.1,10.2,992.4,992.4
2025-10-05 07:15:00+02:00,,,,,,11.1,72.0,6.3,11.1,10.2,992.4,992.4
2025-10-05 07:20:00+02:00,,,,,,11.1,72.0,6.3,11.1,10.2,992.5,992.5
