datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,solar_and_uvi_solar,solar_and_uvi_uvi,wind_wind_speed,wind_wind_gust,wind_wind_direction,pressure_relative,pressure_absolute
2025-01-31 00:00:00+01:00,,,,,,5.3,84.0,,,,,,1008.4,1008.4
2025-01-31 00:05:00+01:00,,,,,,5.3,84.0,,,,,,1008.5,1008.5
2025-01-31 00:10:00+01:00,,,,,,5.3,84.0,,,,,,1008.6,1008.6
2025-01-31 00:15:00+01:00,,,,,,5.2,84.0,,,,,,1008.6,1008.6
2025-01-31 00:20:00+01:00,,,,,,5.2,84.0,,,,,,1008.6,1008.6
2025-01-31 00:25:00+01:00,,,,,,5.2,84.0,,,,,,1008.6,1008.6
2025-01-31 00:30:00+01:00,,,,,,5.2,84.0,,,,,,1008.7,1008.7
2025-01-31 00:35:00+01:00,,,,,,5.2,84.0,,,,,,1008.8,1008.8
2025-01-31 00:40:00+01:00,,,,,,5.1,84.0,,,,,,1008.8,1008.8
2025-01-31 00:45:00+01:00,,,,,,5.1,84.0,,,,,,1008.9,1008.9
2025-01-31 00:50:00+01:00,,,,,,5.1,84.0,,,,,,1009.0,1009.0
2025-01-31 00:55:00+01:00,,,,,,5.1,84.0,,,,,,1008.9,1008.9
2025-01-31 01:00:00+01:00,,,,,,5.1,84.0,,,,,,1008.9,1008.9
2025-01-31 01:05:00+01:00,,,,,,5.0,84.0,,,,,,1008.9,1008.9
2025-01-31 01:10:00+01:00,,,,,,5.0,85.0,,,,,,1008.9,1008.9
2025-01-31 01:15:00+01:00,,,,,,5.0,85.0,,,,,,1008.9,1008.9
2025-01-31 01:20:00+01:00,,,,,,5.0,85.0,,,,,,1008.8,1008.8
2025-01-31 01:25:00+01:00,,,,,,5.0,85.0,,,,,,1008.8,1008.8
2025-01-31 01:30:00+01:00,,,,,,5.0,85.0,,,,,,1008.8,1008.8
2025-01-31 01:35:00+01:00,,,,,,4.9,85.0,,,,,,1008.9,1008.9
2025-01-31 01:40:00+01:00,,,,,,4.9,84.0,,,,,,1008.9,1008.9
2025-01-31 01:45:00+01:00,,,,,,4.9,84.0,,,,,,1008.9,1008.9
2025-01-31 01:50:00+01:00,,,,,,4.9,84.0,,,,,,1009.1,1009.1
2025-01-31 01:55:00+01:00,,,,,,4.9,84.0,,,,,,1009.0,1009.0
