datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,solar_and_uvi_solar,solar_and_uvi_uvi,wind_wind_speed,wind_wind_gust,wind_wind_direction,pressure_relative,pressure_absolute
2025-01-24 01:50:00+01:00,,,,,,4.8,86.0,,,,,,992.6,992.6
2025-01-24 01:55:00+01:00,,,,,,4.8,86.0,,,,,,992.6,992.6
2025-01-24 02:00:00+01:00,,,,,,4.8,86.0,,,,,,992.7,992.7
2025-01-24 02:05:00+01:00,,,,,,4.9,86.0,,,,,,992.8,992.8
2025-01-24 02:10:00+01:00,,,,,,4.9,86.0,,,,,,992.9,992.9
2025-01-24 02:15:00+01:00,,,,,,4.9,86.0,,,,,,993.0,993.0
2025-01-24 02:20:00+01:00,,,,,,4.9,86.0,,,,,,993.0,993.0
2025-01-24 02:25:00+01:00,,,,,,4.9,86.0,,,,,,993.1,993.1
2025-01-24 02:30:00+01:00,,,,,,4.9,86.0,,,,,,993.1,993.1
2025-01-24 02:35:00+01:00,,,,,,4.9,86.0,,,,,,993.2,993.2
2025-01-24 02:40:00+01:00,,,,,,4.9,86.0,,,,,,993.3,993.3
2025-01-24 02:45:00+01:00,,,,,,5.0,86.0,,,,,,993.3,993.3
2025-01-24 02:50:00+01:00,,,,,,5.0,86.0,,,,,,993.3,993.3
2025-01-24 02:55:00+01:00,,,,,,5.0,86.0,,,,,,993.4,993.4
2025-01-24 03:00:00+01:00,,,,,,5.0,87.0,,,,,,993.4,993.4
2025-01-24 03:05:00+01:00,,,,,,5.1,87.0,,,,,,993.6,993.6
2025-01-24 03:10:00+01:00,,,,,,5.1,87.0,,,,,,993.6,993.6
2025-01-24 03:15:00+01:00,,,,,,5.1,87.0,,,,,,993.7,993.7
2025-01-24 03:20:00+01:00,,,,,,5.1,87.0,,,,,,993.7,993.7
2025-01-24 03:25:00+01:00,,,,,,5.1,87.0,,,,,,993.6,993.6
2025-01-24 03:30:00+01:00,,,,,,5.1,87.0,,,,,,993.7,993.7
2025-01-24 03:35:00+01:00,,,,,,5.2,87.0,,,,,,993.6,993.6
2025-01-24 03:40:00+01:00,,,,,,5.2,87.0,,,,,,993.6,993.6
2025-01-24 03:45:00+01:00,,,,,,5.2,87.0,,,,,,993.6,993.6
2025-01-24 03:50:00+01:00,,,,,,5.2,87.0,,,,,,993.6,993.6
2025-01-24 03:55:00+01:00,,,,,,5.2,87.0,,,,,,993.5,993.5
2025-01-24 04:00:00+01:00,,,,,,5.3,87.0,,,,,,993.4,993.4
2025-01-24 04:05:00+01:00,,,,,,5.3,87.0,,,,,,993.4,993.4
2025-01-24 04:10:00+01:00,,,,,,5.3,87.0,,,,,,993.4,993.4
2025-01-24 04:15:00+01:00,,,,,,5.3,87.0,,,,,,993.4,993.4
2025-01-24 04:20:00+01:00,,,,,,5.3,87.0,,,,,,993.4,993.4
2025-01-24 04:25:00+01:00,,,,,,5.3,87.0,,,,,,993.3,993.3
2025-01-24 04:30:00+01:00,,,,,,5.3,87.0,,,,,,993.4,993.4
2025-01-24 04:35:00+01:00,,,,,,5.3,87.0,,,,,,993.4,993.4
2025-01-24 04:40:00+01:00,,,,,,5.4,87.0,,,,,,993.3,993.3
2025-01-24 04:45:00+01:00,,,,,,5.4,87.0,,,,,,993.3,993.3
2025-01-24 04:50:00+01:00,,,,,,5.4,87.0,,,,,,993.3,993.3
2025-01-24 04:55:00+01:00,,,,,,5.4,87.0,,,,,,993.3,993.3
2025-01-24 05:00:00+01:00,,,,,,5.4,87.0,,,,,,993.2,993.2
2025-01-24 05:05:00+01:00,,,,,,5.5,87.0,,,,,,993.2,993.2
2025-01-24 05:10:00+01:00,,,,,,5.5,87.0,,,,,,993.3,993.3
2025-01-24 05:15:00+01:00,,,,,,5.5,87.0,,,,,,993.3,993.3
2025-01-24 05:20:00+01:00,,,,,,5.5,87.0,,,,,,993.2,993.2
2025-01-24 05:25:00+01:00,,,,,,5.5,87.0,,,,,,993.1,993.1
2025-01-24 05:30:00+01:00,,,,,,5.5,87.0,,,,,,992.9,992.9
2025-01-24 05:35:00+01:00,,,,,,5.5,87.0,,,,,,992.8,992.8
2025-01-24 05:40:00+01:00,,,,,,5.5,87.0,,,,,,992.8,992.8
2025-01-24 05:45:00+01:00,,,,,,5.5,87.0,,,,,,992.8,992.8
2025-01-24 05:50:00+01:00,,,,,,5.5,87.0,,,,,,992.7,992.7
2025-01-24 05:55:00+01:00,,,,,,5.5,87.0,,,,,,992.7,992.7
2025-01-24 06:00:00+01:00,,,,,,5.5,87.0,,,,,,992.6,992.6
2025-01-24 06:05:00+01:00,,,,,,5.5,87.0,,,,,,992.6,992.6
2025-01-24 06:10:00+01:00,,,,,,5.5,87.0,,,,,,992.5,992.5
2025-01-24 06:15:00+01:00,,,,,,5.6,87.0,,,,,,992.3,992.3
2025-01-24 06:20:00+01:00,,,,,,5.6,87.0,,,,,,992.3,992.3
2025-01-24 06:25:00+01:00,,,,,,5.6,87.0,,,,,,992.3,992.3
2025-01-24 06:30:00+01:00,,,,,,5.6,87.0,,,,,,992.3,992.3
2025-01-24 06:35:00+01:00,,,,,,5.6,87.0,,,,,,992.2,992.2
2025-01-24 06:40:00+01:00,,,,,,5.6,87.0,,,,,,992.1,992.1
2025-01-24 06:45:00+01:00,,,,,,5.6,87.0,,,,,,992.2,992.2
2025-01-24 06:50:00+01:00,,,,,,5.6,87.0,,,,,,992.1,992.1
2025-01-24 06:55:00+01:00,,,,,,5.6,87.0,,,,,,992.0,992.0
2025-01-24 07:00:00+01:00,,,,,,5.6,87.0,,,,,,992.0,992.0
2025-01-24 07:05:00+01:00,,,,,,5.6,87.0,,,,,,991.9,991.9
2025-01-24 07:10:00+01:00,,,,,,5.6,87.0,,,,,,991.9,991.9
2025-01-24 07:15:00+01:00,,,,,,5.6,87.0,,,,,,991.8,991.8
2025-01-24 07:20:00+01:00,,,,,,5.7,87.0,,,,,,991.8,991.8
2025-01-24 07:25:00+01:00,,,,,,5.7,87.0,,,,,,991.7,991.7
2025-01-24 07:30:00+01:00,,,,,,5.7,87.0,,,,,,991.7,991.7
2025-01-24 07:35:00+01:00,,,,,,5.7,87.0,,,,,,991.5,991.5
2025-01-24 07:40:00+01:00,,,,,,5.7,87.0,,,,,,991.3,991.3
2025-01-24 07:45:00+01:00,,,,,,5.7,87.0,,,,,,991.3,991.3
2025-01-24 07:50:00+01:00,,,,,,5.7,87.0,,,,,,991.2,991.2
2025-01-24 07:55:00+01:00,,,,,,5.8,87.0,,,,,,991.0,991.0
2025-01-24 08:00:00+01:00,,,,,,5.8,87.0,,,,,,990.9,990.9
2025-01-24 08:05:00+01:00,,,,,,5.8,87.0,,,,,,990.9,990.9
2025-01-24 08:10:00+01:00,,,,,,5.8,87.0,,,,,,990.9,990.9
2025-01-24 08:15:00+01:00,,,,,,5.8,87.0,,,,,,990.9,990.9
2025-01-24 08:20:00+01:00,,,,,,5.8,87.0,,,,,,990.8,990.8
2025-01-24 08:25:00+01:00,,,,,,5.9,87.0,,,,,,991.0,991.0
2025-01-24 08:30:00+01:00,,,,,,5.9,87.0,,,,,,990.9,990.9
2025-01-24 08:35:00+01:00,,,,,,5.9,87.0,,,,,,990.9,990.9
2025-01-24 08:40:00+01:00,,,,,,5.9,87.0,,,,,,990.8,990.8
2025-01-24 08:50:00+01:00,,,,,,6.0,87.0,,,,,,990.4,990.4
2025-01-24 08:55:00+01:00,,,,,,6.0,87.0,,,,,,990.3,990.3
2025-01-24 09:00:00+01:00,,,,,,6.0,87.0,,,,,,990.1,990.1
2025-01-24 09:05:00+01:00,,,,,,6.1,87.0,,,,,,990.0,990.0
2025-01-24 09:10:00+01:00,,,,,,6.1,87.0,,,,,,990.0,990.0
2025-01-24 09:15:00+01:00,,,,,,6.1,87.0,,,,,,989.9,989.9
2025-01-24 09:20:00+01:00,,,,,,6.2,87.0,,,,,,990.0,990.0
2025-01-24 09:25:00+01:00,,,,,,6.2,88.0,,,,,,989.9,989.9
2025-01-24 09:30:00+01:00,,,,,,6.2,88.0,,,,,,989.8,989.8
2025-01-24 09:35:00+01:00,,,,,,6.2,88.0,,,,,,989.7,989.7
2025-01-24 09:40:00+01:00,,,,,,6.3,88.0,,,,,,989.6,989.6
2025-01-24 09:45:00+01:00,,,,,,6.3,88.0,,,,,,989.6,989.6
2025-01-24 09:50:00+01:00,,,,,,6.3,88.0,,,,,,989.5,989.5
2025-01-24 09:55:00+01:00,,,,,,6.3,88.0,,,,,,989.7,989.7
2025-01-24 10:00:00+01:00,,,,,,6.4,88.0,,,,,,989.8,989.8
2025-01-24 10:05:00+01:00,,,,,,6.4,88.0,,,,,,989.8,989.8
2025-01-24 10:10:00+01:00,,,,,,6.5,88.0,,,,,,989.7,989.7
2025-01-24 10:15:00+01:00,,,,,,6.5,88.0,,,,,,989.6,989.6
2025-01-24 10:20:00+01:00,,,,,,6.5,88.0,,,,,,989.7,989.7
2025-01-24 10:25:00+01:00,,,,,,6.6,88.0,,,,,,989.7,989.7
2025-01-24 10:30:00+01:00,,,,,,6.6,88.0,,,,,,989.6,989.6
2025-01-24 10:35:00+01:00,,,,,,6.6,88.0,,,,,,989.5,989.5
2025-01-24 10:40:00+01:00,,,,,,6.7,88.0,,,,,,989.6,989.6
2025-01-24 10:45:00+01:00,,,,,,6.7,88.0,,,,,,989.5,989.5
2025-01-24 10:50:00+01:00,,,,,,6.8,88.0,,,,,,989.6,989.6
2025-01-24 10:55:00+01:00,,,,,,6.8,88.0,,,,,,989.6,989.6
2025-01-24 11:00:00+01:00,,,,,,6.8,88.0,,,,,,989.4,989.4
2025-01-24 11:05:00+01:00,,,,,,6.9,88.0,,,,,,989.4,989.4
2025-01-24 11:10:00+01:00,,,,,,6.9,88.0,,,,,,989.4,989.4
2025-01-24 11:15:00+01:00,,,,,,7.0,88.0,,,,,,989.2,989.2
2025-01-24 11:20:00+01:00,,,,,,7.0,88.0,,,,,,989.4,989.4
2025-01-24 11:25:00+01:00,,,,,,7.0,88.0,,,,,,989.2,989.2
2025-01-24 11:30:00+01:00,,,,,,7.1,88.0,,,,,,989.2,989.2
2025-01-24 11:35:00+01:00,,,,,,7.1,88.0,,,,,,989.0,989.0
2025-01-24 11:40:00+01:00,,,,,,7.1,88.0,,,,,,988.9,988.9
2025-01-24 11:45:00+01:00,,,,,,7.2,88.0,,,,,,988.7,988.7
2025-01-24 11:50:00+01:00,,,,,,7.2,88.0,,,,,,988.6,988.6
2025-01-24 11:55:00+01:00,,,,,,7.2,88.0,,,,,,988.5,988.5
2025-01-24 12:00:00+01:00,,,,,,7.3,88.0,,,,,,988.4,988.4
2025-01-24 12:05:00+01:00,,,,,,7.3,88.0,,,,,,988.4,988.4
2025-01-24 12:10:00+01:00,,,,,,7.3,88.0,,,,,,988.3,988.3
2025-01-24 12:15:00+01:00,,,,,,7.4,88.0,,,,,,988.5,988.5
2025-01-24 12:20:00+01:00,,,,,,7.4,88.0,,,,,,988.6,988.6
2025-01-24 12:25:00+01:00,,,,,,7.4,88.0,,,,,,988.5,988.5
2025-01-24 12:30:00+01:00,,,,,,7.5,88.0,,,,,,988.3,988.3
2025-01-24 12:35:00+01:00,,,,,,7.5,88.0,,,,,,988.3,988.3
2025-01-24 12:40:00+01:00,,,,,,7.5,88.0,,,,,,988.2,988.2
2025-01-24 12:45:00+01:00,,,,,,7.6,88.0,,,,,,988.0,988.0
2025-01-24 12:50:00+01:00,,,,,,7.6,88.0,,,,,,988.2,988.2
2025-01-24 12:55:00+01:00,,,,,,7.6,88.0,,,,,,988.1,988.1
2025-01-24 13:00:00+01:00,,,,,,7.6,88.0,,,,,,988.2,988.2
2025-01-24 13:05:00+01:00,,,,,,7.7,88.0,,,,,,988.3,988.3
2025-01-24 13:10:00+01:00,,,,,,7.7,88.0,,,,,,988.2,988.2
2025-01-24 13:15:00+01:00,,,,,,7.7,88.0,,,,,,988.2,988.2
2025-01-24 13:20:00+01:00,,,,,,7.7,88.0,,,,,,988.2,988.2
2025-01-24 13:25:00+01:00,,,,,,7.7,88.0,,,,,,988.2,988.2
2025-01-24 13:30:00+01:00,,,,,,7.7,88.0,,,,,,988.3,988.3
2025-01-24 13:35:00+01:00,,,,,,7.7,88.0,,,,,,988.3,988.3
2025-01-24 13:40:00+01:00,,,,,,7.7,87.0,,,,,,988.3,988.3
2025-01-24 13:45:00+01:00,,,,,,7.6,87.0,,,,,,988.3,988.3
2025-01-24 13:50:00+01:00,,,,,,7.6,87.0,,,,,,988.3,988.3
2025-01-24 13:55:00+01:00,,,,,,7.6,87.0,,,,,,988.4,988.4
2025-01-24 14:00:00+01:00,,,,,,7.6,87.0,,,,,,988.4,988.4
2025-01-24 14:05:00+01:00,,,,,,7.6,87.0,,,,,,988.3,988.3
2025-01-24 14:10:00+01:00,,,,,,7.6,87.0,,,,,,988.3,988.3
2025-01-24 14:15:00+01:00,,,,,,7.5,87.0,,,,,,988.3,988.3
2025-01-24 14:20:00+01:00,,,,,,7.5,87.0,,,,,,988.2,988.2
2025-01-24 14:25:00+01:00,,,,,,7.5,87.0,,,,,,988.2,988.2
2025-01-24 14:30:00+01:00,,,,,,7.5,87.0,,,,,,988.1,988.1
2025-01-24 14:35:00+01:00,,,,,,7.5,87.0,,,,,,988.2,988.2
2025-01-24 14:40:00+01:00,,,,,,7.5,87.0,,,,,,988.2,988.2
2025-01-24 14:45:00+01:00,,,,,,7.5,87.0,,,,,,988.1,988.1
2025-01-24 14:50:00+01:00,,,,,,7.5,87.0,,,,,,988.1,988.1
2025-01-24 14:55:00+01:00,,,,,,7.4,87.0,,,,,,988.1,988.1
2025-01-24 15:00:00+01:00,,,,,,7.4,87.0,,,,,,988.1,988.1
2025-01-24 15:05:00+01:00,,,,,,7.4,87.0,,,,,,988.1,988.1
2025-01-24 15:10:00+01:00,,,,,,7.4,87.0,,,,,,988.2,988.2
2025-01-24 15:15:00+01:00,,,,,,7.4,87.0,,,,,,988.2,988.2
2025-01-24 15:20:00+01:00,,,,,,7.4,87.0,,,,,,988.3,988.3
2025-01-24 15:25:00+01:00,,,,,,7.4,87.0,,,,,,988.2,988.2
2025-01-24 15:30:00+01:00,,,,,,7.4,87.0,,,,,,988.3,988.3
2025-01-24 15:35:00+01:00,,,,,,7.4,87.0,,,,,,988.3,988.3
2025-01-24 15:40:00+01:00,,,,,,7.4,88.0,,,,,,988.4,988.4
2025-01-24 15:45:00+01:00,,,,,,7.4,88.0,,,,,,988.5,988.5
2025-01-24 15:50:00+01:00,,,,,,7.5,88.0,,,,,,988.4,988.4
2025-01-24 15:55:00+01:00,,,,,,7.4,88.0,,,,,,988.5,988.5
2025-01-24 16:00:00+01:00,,,,,,7.5,88.0,,,,,,988.5,988.5
2025-01-24 16:05:00+01:00,21.7,21.7,20.9,6.8,38.0,7.5,88.0,1.9,0.0,0.0,0.0,6.0,988.5,988.5
2025-01-24 16:10:00+01:00,21.7,21.7,20.9,6.8,38.0,7.5,88.0,1.5,0.0,0.0,0.0,6.0,988.6,988.6
2025-01-24 16:15:00+01:00,21.7,21.7,20.9,6.8,38.0,7.5,88.0,1.5,0.0,0.0,0.0,6.0,988.6,988.6
2025-01-24 16:20:00+01:00,,,,,,7.5,88.0,,,,,,988.6,988.6
2025-01-24 16:25:00+01:00,,,,,,7.5,88.0,,,,,,988.6,988.6
2025-01-24 16:30:00+01:00,,,,,,7.5,88.0,,,,,,988.5,988.5
2025-01-24 16:35:00+01:00,,,,,,7.5,88.0,,,,,,988.6,988.6
2025-01-24 16:40:00+01:00,,,,,,7.5,88.0,,,,,,988.7,988.7
2025-01-24 16:45:00+01:00,,,,,,7.6,88.0,,,,,,988.8,988.8
2025-01-24 16:50:00+01:00,,,,,,7.6,88.0,,,,,,988.7,988.7
2025-01-24 16:55:00+01:00,21.7,21.7,20.9,6.8,38.0,7.6,88.0,0.3,0.0,0.0,0.0,6.0,988.8,988.8
2025-01-24 17:00:00+01:00,21.7,21.7,20.9,6.8,38.0,7.6,88.0,0.3,0.0,0.0,0.0,6.0,988.8,988.8
2025-01-24 17:05:00+01:00,,,,,,7.6,88.0,,,,,,988.9,988.9
2025-01-24 17:10:00+01:00,,,,,,7.6,88.0,,,,,,988.9,988.9
2025-01-24 17:15:00+01:00,,,,,,7.7,88.0,,,,,,988.9,988.9
2025-01-24 17:20:00+01:00,,,,,,7.7,88.0,,,,,,989.1,989.1
2025-01-24 17:25:00+01:00,,,,,,7.7,88.0,,,,,,989.1,989.1
2025-01-24 17:30:00+01:00,,,,,,7.7,88.0,,,,,,989.0,989.0
2025-01-24 17:35:00+01:00,,,,,,7.7,88.0,,,,,,989.0,989.0
2025-01-24 17:40:00+01:00,,,,,,7.7,88.0,,,,,,989.1,989.1
2025-01-24 17:45:00+01:00,,,,,,7.7,88.0,,,,,,989.2,989.2
2025-01-24 17:50:00+01:00,,,,,,7.7,88.0,,,,,,989.3,989.3
2025-01-24 17:55:00+01:00,,,,,,7.7,88.0,,,,,,989.2,989.2
2025-01-24 18:00:00+01:00,,,,,,7.7,88.0,,,,,,989.2,989.2
2025-01-24 18:05:00+01:00,,,,,,7.8,88.0,,,,,,989.4,989.4
2025-01-24 18:10:00+01:00,,,,,,7.8,88.0,,,,,,989.3,989.3
2025-01-24 18:15:00+01:00,,,,,,7.8,88.0,,,,,,989.3,989.3
2025-01-24 18:20:00+01:00,,,,,,7.8,88.0,,,,,,989.5,989.5
2025-01-24 18:25:00+01:00,,,,,,7.8,88.0,,,,,,989.5,989.5
2025-01-24 18:30:00+01:00,,,,,,7.8,88.0,,,,,,989.5,989.5
2025-01-24 18:35:00+01:00,,,,,,7.8,88.0,,,,,,989.8,989.8
2025-01-24 18:40:00+01:00,,,,,,7.8,88.0,,,,,,989.6,989.6
2025-01-24 18:45:00+01:00,,,,,,7.8,88.0,,,,,,989.8,989.8
2025-01-24 18:50:00+01:00,,,,,,7.8,88.0,,,,,,989.9,989.9
2025-01-24 18:55:00+01:00,,,,,,7.8,88.0,,,,,,989.9,989.9
2025-01-24 19:00:00+01:00,,,,,,7.8,88.0,,,,,,990.0,990.0
2025-01-24 19:05:00+01:00,,,,,,7.9,88.0,,,,,,990.1,990.1
2025-01-24 19:10:00+01:00,,,,,,7.9,88.0,,,,,,990.1,990.1
2025-01-24 19:15:00+01:00,,,,,,7.9,88.0,,,,,,990.2,990.2
2025-01-24 19:20:00+01:00,,,,,,7.9,88.0,,,,,,990.2,990.2
2025-01-24 19:25:00+01:00,,,,,,7.9,88.0,,,,,,990.0,990.0
2025-01-24 19:30:00+01:00,,,,,,7.9,88.0,,,,,,990.1,990.1
2025-01-24 19:35:00+01:00,,,,,,7.9,88.0,,,,,,990.1,990.1
2025-01-24 19:40:00+01:00,,,,,,7.9,88.0,,,,,,990.1,990.1
2025-01-24 19:45:00+01:00,,,,,,7.9,88.0,,,,,,990.2,990.2
2025-01-24 19:50:00+01:00,,,,,,7.9,88.0,,,,,,990.2,990.2
2025-01-24 19:55:00+01:00,,,,,,7.9,88.0,,,,,,990.2,990.2
2025-01-24 20:00:00+01:00,,,,,,7.9,88.0,,,,,,990.2,990.2
2025-01-24 20:05:00+01:00,,,,,,8.0,88.0,,,,,,990.2,990.2
2025-01-24 20:10:00+01:00,,,,,,8.0,88.0,,,,,,990.3,990.3
2025-01-24 20:15:00+01:00,,,,,,8.0,88.0,,,,,,990.2,990.2
2025-01-24 20:20:00+01:00,,,,,,8.0,88.0,,,,,,990.3,990.3
2025-01-24 20:25:00+01:00,,,,,,8.0,88.0,,,,,,990.2,990.2
2025-01-24 20:30:00+01:00,,,,,,8.0,88.0,,,,,,990.3,990.3
2025-01-24 20:35:00+01:00,,,,,,8.0,88.0,,,,,,990.2,990.2
2025-01-24 20:40:00+01:00,,,,,,8.0,88.0,,,,,,990.3,990.3
2025-01-24 20:45:00+01:00,,,,,,8.0,88.0,,,,,,990.2,990.2
2025-01-24 20:50:00+01:00,,,,,,8.0,88.0,,,,,,990.3,990.3
2025-01-24 20:55:00+01:00,,,,,,8.1,88.0,,,,,,990.3,990.3
2025-01-24 21:00:00+01:00,,,,,,8.1,88.0,,,,,,990.3,990.3
2025-01-24 21:05:00+01:00,,,,,,8.1,88.0,,,,,,990.4,990.4
2025-01-24 21:10:00+01:00,,,,,,8.1,88.0,,,,,,990.4,990.4
2025-01-24 21:15:00+01:00,,,,,,8.1,88.0,,,,,,990.4,990.4
2025-01-24 21:20:00+01:00,,,,,,8.1,88.0,,,,,,990.5,990.5
2025-01-24 21:25:00+01:00,,,,,,8.1,88.0,,,,,,990.4,990.4
2025-01-24 21:30:00+01:00,,,,,,8.1,88.0,,,,,,990.4,990.4
2025-01-24 21:35:00+01:00,,,,,,8.1,88.0,,,,,,990.3,990.3
2025-01-24 21:40:00+01:00,,,,,,8.2,88.0,,,,,,990.3,990.3
2025-01-24 21:45:00+01:00,,,,,,8.2,88.0,,,,,,990.4,990.4
2025-01-24 21:50:00+01:00,,,,,,8.2,88.0,,,,,,990.4,990.4
2025-01-24 21:55:00+01:00,,,,,,8.2,88.0,,,,,,990.4,990.4
2025-01-24 22:00:00+01:00,,,,,,8.2,88.0,,,,,,990.4,990.4
2025-01-24 22:05:00+01:00,,,,,,8.2,88.0,,,,,,990.3,990.3
2025-01-24 22:10:00+01:00,,,,,,8.2,88.0,,,,,,990.3,990.3
2025-01-24 22:15:00+01:00,,,,,,8.2,88.0,,,,,,990.3,990.3
2025-01-24 22:20:00+01:00,,,,,,8.2,88.0,,,,,,990.2,990.2
2025-01-24 22:25:00+01:00,,,,,,8.3,89.0,,,,,,990.2,990.2
2025-01-24 22:30:00+01:00,,,,,,8.3,89.0,,,,,,990.3,990.3
2025-01-24 22:35:00+01:00,,,,,,8.3,89.0,,,,,,990.1,990.1
2025-01-24 22:40:00+01:00,,,,,,8.3,89.0,,,,,,990.2,990.2
2025-01-24 22:45:00+01:00,,,,,,8.3,89.0,,,,,,990.3,990.3
2025-01-24 22:50:00+01:00,,,,,,8.3,89.0,,,,,,990.3,990.3
2025-01-24 22:55:00+01:00,,,,,,8.3,89.0,,,,,,990.3,990.3
2025-01-24 23:00:00+01:00,,,,,,8.3,89.0,,,,,,990.3,990.3
2025-01-24 23:05:00+01:00,,,,,,8.3,89.0,,,,,,990.2,990.2
2025-01-24 23:10:00+01:00,,,,,,8.3,89.0,,,,,,990.2,990.2
2025-01-24 23:15:00+01:00,,,,,,8.4,89.0,,,,,,990.2,990.2
2025-01-24 23:20:00+01:00,,,,,,8.4,89.0,,,,,,990.3,990.3
2025-01-24 23:25:00+01:00,,,,,,8.4,89.0,,,,,,990.1,990.1
2025-01-24 23:30:00+01:00,,,,,,8.4,89.0,,,,,,990.0,990.0
2025-01-24 23:35:00+01:00,,,,,,8.4,89.0,,,,,,989.8,989.8
2025-01-24 23:40:00+01:00,,,,,,8.4,89.0,,,,,,989.8,989.8
2025-01-24 23:45:00+01:00,,,,,,8.4,89.0,,,,,,989.7,989.7
2025-01-24 23:50:00+01:00,,,,,,8.4,89.0,,,,,,989.7,989.7
2025-01-24 23:55:00+01:00,,,,,,8.4,89.0,,,,,,989.8,989.8
