datetime,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,solar_and_uvi_solar,solar_and_uvi_uvi,wind_wind_speed,wind_wind_gust,wind_wind_direction,pressure_relative,pressure_absolute
2025-01-23 00:00:00+01:00,,,,,,6.0,85.0,,,,,,984.3,984.3
2025-01-23 00:05:00+01:00,,,,,,6.0,85.0,,,,,,984.1,984.1
2025-01-23 00:10:00+01:00,,,,,,6.0,85.0,,,,,,984.0,984.0
2025-01-23 00:15:00+01:00,,,,,,6.0,85.0,,,,,,984.0,984.0
2025-01-23 00:20:00+01:00,,,,,,6.0,85.0,,,,,,983.9,983.9
2025-01-23 00:25:00+01:00,,,,,,6.0,85.0,,,,,,983.9,983.9
2025-01-23 00:30:00+01:00,,,,,,6.0,85.0,,,,,,984.0,984.0
2025-01-23 00:35:00+01:00,,,,,,6.0,85.0,,,,,,984.3,984.3
2025-01-23 00:40:00+01:00,,,,,,6.0,85.0,,,,,,984.3,984.3
2025-01-23 00:45:00+01:00,,,,,,6.0,85.0,,,,,,984.3,984.3
2025-01-23 00:50:00+01:00,,,,,,6.0,85.0,,,,,,984.3,984.3
2025-01-23 00:55:00+01:00,,,,,,6.0,85.0,,,,,,984.1,984.1
2025-01-23 01:00:00+01:00,,,,,,6.0,85.0,,,,,,984.1,984.1
2025-01-23 01:05:00+01:00,,,,,,6.0,85.0,,,,,,984.0,984.0
2025-01-23 01:10:00+01:00,,,,,,6.0,85.0,,,,,,983.9,983.9
2025-01-23 01:15:00+01:00,,,,,,5.9,85.0,,,,,,983.8,983.8
2025-01-23 01:20:00+01:00,,,,,,5.9,85.0,,,,,,983.8,983.8
2025-01-23 01:25:00+01:00,,,,,,5.9,85.0,,,,,,983.7,983.7
2025-01-23 01:30:00+01:00,,,,,,6.0,86.0,,,,,,983.7,983.7
2025-01-23 01:35:00+01:00,,,,,,5.9,85.0,,,,,,983.5,983.5
2025-01-23 01:40:00+01:00,,,,,,5.9,86.0,,,,,,983.6,983.6
2025-01-23 01:45:00+01:00,,,,,,5.9,86.0,,,,,,983.5,983.5
2025-01-23 01:50:00+01:00,,,,,,5.9,85.0,,,,,,983.3,983.3
2025-01-23 01:55:00+01:00,,,,,,5.9,85.0,,,,,,983.4,983.4
2025-01-23 02:00:00+01:00,,,,,,5.9,85.0,,,,,,983.3,983.3
