wahltermin_datum,wahl,Wahlkreis,AGS,Bez-Nr,Wahlberechtigte,Ohne Sperrvermerk,Mit Sperrvermerk,Nicht im W�hlerverzeichnis,Waehler,DavonMitWahlschein,UngueltigeErststimmen,UngueltigeZweitstimmen,GueltigeErststimmen,GueltigeZweitstimmen,CDU,CDU,SPD,SPD,Gr�ne,Gr�ne,Die Linke,Die Linke,FDP,FDP,AfD,AfD,D7,Piraten,D8,NPD,D9,Die PARTEI,D10,Freie W�hler,D11,Volksabstimmung,D12,�DP,MLPD,MLPD,D14,SGP,D15,Allianz Deutscher Demokraten,D16,BGE,D17,DiB,D18,DKP,D19,DM,D20,Die Humanisten,D21,Gesundheitsforschung,D22,Tierschutzpartei,D23,V-Partei�
24.09.2017,Bundestagswahl,141,5916000,9103,0,0,0,0,644,644,12,6,632,638,146,146,285,253,17,16,31,31,46,65,106,96,,3,,1,,2,,3,,1,,0,1,0,,0,,3,,0,,0,,0,,1,,1,,1,,14,,1
24.09.2017,Bundestagswahl,141,5916000,9104,0,0,0,0,606,606,8,6,598,600,196,198,245,204,20,21,35,40,40,56,59,59,,1,,0,,7,,0,,1,,0,3,1,,0,,2,,1,,1,,0,,0,,0,,1,,7,,0
24.09.2017,Bundestagswahl,141,5916000,9105,0,0,0,0,660,660,14,7,646,653,166,185,258,213,48,42,49,46,47,55,73,78,,5,,1,,2,,3,,2,,2,5,3,,0,,4,,2,,0,,0,,0,,0,,0,,9,,1
24.09.2017,Bundestagswahl,141,5916000,9206,0,0,0,0,659,659,9,5,650,654,139,149,304,247,31,35,39,41,37,47,94,91,,6,,7,,3,,0,,2,,2,6,1,,14,,0,,1,,3,,0,,0,,1,,0,,0,,4
24.09.2017,Bundestagswahl,141,5916000,9207,0,0,0,0,509,509,9,2,500,507,139,137,215,195,32,21,31,30,30,42,51,50,,2,,3,,4,,1,,2,,0,2,0,,0,,3,,0,,1,,0,,0,,1,,1,,11,,3
24.09.2017,Bundestagswahl,141,5916000,9208,0,0,0,0,682,682,12,6,670,676,183,190,278,229,26,40,48,44,33,58,102,96,,2,,0,,4,,0,,0,,0,0,0,,0,,3,,1,,1,,0,,0,,0,,2,,5,,1
24.09.2017,Bundestagswahl,141,5916000,9209,0,0,0,0,1003,1003,19,11,984,992,232,236,399,332,67,69,65,64,73,100,140,142,,3,,3,,4,,5,,2,,0,8,2,,0,,8,,1,,0,,1,,0,,0,,0,,16,,4
24.09.2017,Bundestagswahl,141,5916000,9210,0,0,0,0,814,814,5,4,809,810,233,245,337,285,27,25,49,46,69,88,94,91,,4,,0,,12,,1,,0,,0,0,0,,0,,2,,1,,0,,0,,1,,0,,1,,8,,0
24.09.2017,Bundestagswahl,141,5916000,9211,0,0,0,0,851,851,16,10,835,841,323,324,303,249,49,40,39,47,58,88,62,63,,2,,1,,13,,1,,2,,2,1,0,,0,,0,,0,,0,,0,,2,,0,,2,,4,,1
24.09.2017,Bundestagswahl,141,5916000,9312,0,0,0,0,771,771,11,5,760,766,225,238,331,277,43,44,34,44,62,68,63,60,,5,,5,,5,,0,,1,,3,2,2,,0,,1,,3,,0,,0,,0,,0,,0,,9,,1
24.09.2017,Bundestagswahl,141,5916000,9313,0,0,0,0,530,530,6,5,524,525,114,126,246,212,15,18,36,30,26,45,83,73,,2,,0,,4,,0,,2,,0,4,1,,0,,0,,2,,0,,0,,2,,2,,0,,5,,1
24.09.2017,Bundestagswahl,141,5916000,9314,0,0,0,0,911,911,17,6,894,905,247,243,358,315,61,61,58,66,65,92,102,91,,2,,5,,8,,2,,0,,1,3,2,,0,,4,,0,,0,,0,,0,,0,,4,,9,,0
24.09.2017,Bundestagswahl,141,5916000,9315,0,0,0,0,642,642,2,2,640,640,183,183,245,216,36,31,37,33,66,78,73,77,,1,,0,,9,,0,,1,,1,0,0,,0,,4,,0,,0,,0,,0,,0,,0,,5,,1
24.09.2017,Bundestagswahl,141,5916000,9316,0,0,0,0,657,657,8,3,649,654,169,171,267,239,40,39,64,59,45,53,57,59,,5,,1,,6,,0,,0,,0,7,3,,0,,2,,1,,2,,0,,0,,0,,1,,12,,1
24.09.2017,Bundestagswahl,141,5916000,9317,0,0,0,0,885,885,7,4,878,881,317,319,307,236,70,59,47,70,85,118,51,58,,4,,0,,5,,0,,0,,2,1,0,,0,,1,,0,,0,,0,,0,,1,,1,,4,,3
24.09.2017,Bundestagswahl,141,5916000,9318,0,0,0,0,659,659,7,0,652,659,175,185,275,221,36,38,47,55,40,57,74,75,,8,,3,,0,,1,,0,,0,5,1,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0
24.09.2017,Bundestagswahl,141,5916000,9319,0,0,0,0,659,659,9,4,650,655,148,161,312,249,44,45,65,67,34,58,46,43,,5,,1,,7,,3,,1,,0,1,1,,0,,1,,0,,1,,2,,0,,0,,1,,9,,0
24.09.2017,Bundestagswahl,141,5916000,9320,0,0,0,0,858,858,15,14,843,844,237,234,349,285,43,48,52,59,73,102,88,92,,0,,3,,10,,2,,1,,0,1,0,,0,,1,,1,,0,,0,,0,,0,,0,,6,,0
24.09.2017,Bundestagswahl,141,5916000,9321,0,0,0,0,1027,1027,5,4,1022,1023,314,324,418,321,60,61,60,65,81,111,84,98,,2,,4,,10,,5,,2,,2,5,1,,0,,0,,1,,1,,0,,1,,1,,3,,10,,0
24.09.2017,Bundestagswahl,141,5916000,9422,0,0,0,0,461,461,3,1,458,460,128,121,207,173,17,22,24,25,16,28,66,70,,2,,1,,1,,1,,2,,2,0,0,,7,,0,,0,,1,,1,,0,,1,,0,,2,,0
24.09.2017,Bundestagswahl,141,5916000,9423,0,0,0,0,648,648,9,5,639,643,187,199,290,252,29,30,24,30,37,38,67,71,,2,,0,,4,,1,,1,,0,5,1,,0,,1,,0,,2,,0,,1,,0,,0,,10,,0
24.09.2017,Bundestagswahl,141,5916000,9424,0,0,0,0,832,832,5,1,827,831,236,258,360,294,53,38,45,38,60,97,71,74,,5,,1,,6,,4,,1,,2,2,1,,1,,1,,1,,0,,0,,0,,1,,1,,7,,0
24.09.2017,Bundestagswahl,141,5916000,9425,0,0,0,0,964,964,6,4,958,960,286,299,400,320,72,63,42,55,71,104,86,87,,2,,1,,6,,3,,1,,1,1,0,,0,,3,,0,,1,,0,,0,,0,,2,,12,,0
24.09.2017,Bundestagswahl,141,5916000,9426,0,0,0,0,954,954,10,6,944,948,257,271,398,334,66,58,56,50,77,110,88,89,,3,,2,,7,,5,,3,,1,2,0,,0,,1,,2,,0,,0,,1,,2,,1,,5,,3
24.09.2017,Bundestagswahl,141,5916000,9427,0,0,0,0,841,841,6,5,835,836,274,298,330,254,54,47,30,27,74,99,73,76,,2,,2,,9,,5,,2,,0,0,0,,0,,0,,2,,1,,0,,0,,0,,1,,11,,0
