,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,solar_and_uvi_solar,solar_and_uvi_uvi,rainfall_piezo_rain_rate,rainfall_piezo_daily,rainfall_piezo_event,rainfall_piezo_hourly,rainfall_piezo_weekly,rainfall_piezo_monthly,rainfall_piezo_yearly,wind_wind_speed,wind_wind_gust,wind_wind_direction,pressure_relative,pressure_absolute,battery_haptic_array_battery,battery_haptic_array_capacitor
2023-09-01 01:18:56,12.2,12.2,11.4,10.4,89.0,14.7,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.2,8.6,30.0,1003.5,1003.5,3.2,4.4
2023-09-01 01:25:20,12.2,12.2,11.3,10.4,88.0,14.7,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.8,11.9,18.0,1003.4,1003.4,3.2,4.4
2023-09-01 01:29:36,12.3,12.3,11.5,10.3,88.0,14.6,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.8,9.4,24.0,1003.5,1003.5,3.2,4.4
2023-09-01 01:36:00,12.2,12.2,11.5,10.3,88.0,14.6,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.5,8.3,20.0,1003.4,1003.4,3.2,4.4
2023-09-01 01:40:16,12.2,12.2,11.5,10.3,88.0,14.6,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.5,9.4,24.0,1003.4,1003.4,3.21,4.4
2023-09-01 01:44:32,12.3,12.3,11.3,10.3,88.0,14.5,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.9,10.4,13.0,1003.3,1003.3,3.22,4.4
2023-09-01 01:50:56,12.3,12.3,11.4,10.3,88.0,14.5,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.1,9.0,21.0,1003.4,1003.4,3.22,4.4
2023-09-01 01:55:12,12.2,12.2,11.6,10.3,88.0,14.5,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,3.8,5.8,34.0,1003.4,1003.4,3.22,4.4
2023-09-01 01:59:28,12.1,12.1,11.5,10.3,89.0,14.4,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,3.7,7.2,21.0,1003.4,1003.4,3.22,4.4
2023-09-01 02:05:52,12.0,12.0,11.6,10.2,89.0,14.4,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,2.5,6.5,11.0,1003.3,1003.3,3.22,4.4
2023-09-01 02:10:08,11.9,11.9,11.2,10.2,89.0,14.4,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.2,6.5,17.0,1003.3,1003.3,3.22,4.3
2023-09-01 02:14:24,11.9,11.9,11.1,10.2,90.0,14.3,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.3,7.6,33.0,1003.3,1003.3,3.22,4.3
2023-09-01 02:20:48,12.1,12.1,11.2,10.2,89.0,14.3,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.1,8.6,20.0,1003.2,1003.2,3.22,4.3
2023-09-01 02:25:04,12.1,12.1,11.1,10.2,88.0,14.3,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.5,10.1,41.0,1003.3,1003.3,3.22,4.3
2023-09-01 02:29:20,12.0,12.0,11.0,10.2,89.0,14.3,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.8,9.4,20.0,1003.3,1003.3,3.21,4.3
2023-09-01 02:35:44,11.9,11.9,11.0,10.1,89.0,14.2,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.3,7.9,22.0,1003.3,1003.3,3.2,4.3
2023-09-01 02:40:00,12.0,12.0,11.1,10.2,89.0,14.2,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.0,7.9,18.0,1003.4,1003.4,3.21,4.3
2023-09-01 02:44:16,12.0,12.0,10.8,10.2,89.0,14.2,95.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,6.4,10.4,12.0,1003.4,1003.4,3.22,4.3
2023-09-01 02:50:40,11.9,11.9,10.7,10.1,89.0,14.1,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,6.7,10.4,18.0,1003.2,1003.2,3.21,4.3
2023-09-01 02:54:56,11.9,11.9,10.9,10.2,89.0,14.1,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.5,9.7,10.0,1003.2,1003.2,3.2,4.3
2023-09-01 02:59:12,11.9,11.9,11.2,10.1,89.0,14.1,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.1,8.3,18.0,1003.3,1003.3,3.2,4.3
2023-09-01 03:05:36,11.8,11.8,11.5,10.2,90.0,14.0,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,2.2,4.3,89.0,1003.4,1003.4,3.2,4.3
2023-09-01 03:09:52,11.9,11.9,11.4,10.3,90.0,14.0,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,3.5,6.8,26.0,1003.3,1003.3,3.2,4.2
2023-09-01 03:14:08,12.1,12.1,11.6,10.4,89.0,14.0,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,3.3,6.1,33.0,1003.3,1003.3,3.2,4.2
2023-09-01 03:20:32,12.2,12.2,11.8,10.4,89.0,14.0,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,3.0,5.0,41.0,1003.3,1003.3,3.2,4.2
2023-09-01 03:24:48,12.2,12.2,11.7,10.5,90.0,14.0,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,3.3,5.8,30.0,1003.4,1003.4,3.2,4.2
2023-09-01 03:29:04,12.2,12.2,11.5,10.5,89.0,14.0,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.5,7.9,18.0,1003.3,1003.3,3.2,4.2
2023-09-01 03:35:28,12.2,12.2,11.6,10.6,90.0,14.0,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.0,7.2,22.0,1003.3,1003.3,3.2,4.2
2023-09-01 03:39:44,12.2,12.2,11.3,10.5,89.0,13.9,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,6.0,9.0,23.0,1003.3,1003.3,3.2,4.2
2023-09-01 03:44:00,12.3,12.3,11.3,10.5,89.0,13.9,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,6.2,9.0,18.0,1003.3,1003.3,3.2,4.2
2023-09-01 03:50:24,12.4,12.4,11.6,10.7,89.0,13.9,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.3,8.3,24.0,1003.3,1003.3,3.21,4.2
2023-09-01 03:54:40,12.5,12.5,11.7,10.7,89.0,13.9,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.3,7.9,20.0,1003.3,1003.3,3.22,4.2
2023-09-01 04:01:04,12.5,12.5,11.7,10.8,89.0,13.9,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.2,8.3,22.0,1003.3,1003.3,3.21,4.2
2023-09-01 04:05:20,12.5,12.5,11.6,10.8,89.0,13.9,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.9,10.1,28.0,1003.2,1003.2,3.2,4.2
2023-09-01 04:09:36,12.5,12.5,11.6,10.8,89.0,13.9,94.0,0.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.8,9.7,26.0,1002.9,1002.9,3.2,4.2
2023-09-01 04:16:00,12.5,12.5,11.8,10.7,89.0,13.9,94.0,0.1,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.8,8.6,19.0,1002.9,1002.9,3.2,4.2
2023-09-01 04:20:16,12.5,12.5,11.6,10.8,89.0,13.9,94.0,0.2,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,6.1,9.0,26.0,1002.9,1002.9,3.21,4.1
2023-09-01 04:24:32,12.5,12.5,11.7,10.8,90.0,13.9,94.0,0.4,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.5,9.0,16.0,1003.1,1003.1,3.22,4.1
2023-09-01 04:30:56,12.5,12.5,11.9,10.9,90.0,13.9,94.0,0.9,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.5,7.9,17.0,1003.0,1003.0,3.21,4.1
2023-09-01 04:35:12,12.5,12.5,12.0,10.9,90.0,13.9,94.0,1.6,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.2,7.6,20.0,1003.1,1003.1,3.2,4.1
2023-09-01 04:39:28,12.6,12.6,12.0,10.9,90.0,13.9,94.0,2.8,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.5,8.3,19.0,1003.0,1003.0,3.2,4.1
2023-09-01 04:45:52,12.6,12.6,12.2,11.0,90.0,13.9,94.0,5.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,3.6,6.8,29.0,1003.2,1003.2,3.2,4.1
2023-09-01 04:50:08,12.6,12.6,12.4,11.0,90.0,13.9,94.0,7.1,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,2.6,5.4,54.0,1003.1,1003.1,3.2,4.1
2023-09-01 04:54:24,12.6,12.6,12.5,11.0,90.0,13.9,94.0,9.2,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,1.9,6.1,28.0,1003.1,1003.1,3.2,4.1
2023-09-01 05:00:48,12.6,12.6,12.4,11.1,90.0,13.9,94.0,11.3,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,2.7,5.0,28.0,1003.1,1003.1,3.2,4.1
2023-09-01 05:05:04,12.6,12.6,12.3,11.0,90.0,13.9,94.0,13.7,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,3.2,5.4,20.0,1003.0,1003.0,3.2,4.1
2023-09-01 05:09:20,12.6,12.6,12.4,11.2,91.0,13.9,94.0,16.6,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,3.2,6.8,20.0,1003.1,1003.1,3.2,4.1
2023-09-01 05:15:44,12.7,12.7,12.3,11.3,91.0,13.9,94.0,17.8,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.0,7.9,43.0,1003.0,1003.0,3.2,4.1
2023-09-01 05:20:00,12.7,12.7,12.0,11.3,91.0,13.9,93.0,18.2,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.5,8.6,36.0,1003.1,1003.1,3.21,4.1
2023-09-01 05:24:16,12.8,12.8,12.3,11.3,91.0,13.9,93.0,18.2,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.6,8.6,33.0,1003.2,1003.2,3.22,4.1
2023-09-01 05:30:40,12.8,12.8,12.6,11.3,91.0,13.9,93.0,18.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,3.4,7.2,24.0,1003.2,1003.2,3.22,4.1
2023-09-01 05:34:56,12.8,12.8,12.9,11.4,91.0,13.9,93.0,29.3,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,2.2,4.7,17.0,1003.3,1003.3,3.22,4.1
2023-09-01 05:39:12,13.0,13.0,13.2,11.6,91.0,13.9,93.0,46.1,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,1.4,4.0,65.0,1003.3,1003.3,3.22,4.1
2023-09-01 05:45:36,13.2,13.2,13.4,11.7,91.0,13.9,93.0,58.3,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,1.4,4.7,34.0,1003.2,1003.2,3.22,4.1
2023-09-01 05:49:52,13.3,13.3,13.8,11.8,91.0,14.0,93.0,48.5,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,0.4,3.2,49.0,1003.4,1003.4,3.21,4.1
2023-09-01 05:54:08,13.3,13.3,13.7,11.9,91.0,14.0,93.0,29.6,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,0.9,3.6,232.0,1003.3,1003.3,3.2,4.1
2023-09-01 06:00:32,13.2,13.2,13.6,12.0,92.0,14.0,93.0,37.2,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,1.3,4.0,289.0,1003.2,1003.2,3.2,4.1
2023-09-01 06:04:48,13.3,13.3,13.8,12.1,93.0,14.0,93.0,66.9,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,0.9,4.7,201.0,1003.1,1003.1,3.2,4.1
2023-09-01 06:09:04,13.4,13.4,13.8,12.2,92.0,14.1,93.0,105.5,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,1.4,3.2,269.0,1003.1,1003.1,3.21,4.1
2023-09-01 06:15:28,13.8,13.8,14.2,12.4,91.0,14.1,93.0,110.7,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,1.6,4.7,31.0,1003.2,1003.2,3.22,4.1
2023-09-01 06:19:44,14.3,14.3,14.3,12.6,90.0,14.2,93.0,93.5,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.2,9.0,20.0,1003.2,1003.2,3.21,4.2
2023-09-01 06:24:00,14.4,14.4,14.2,12.6,89.0,14.2,93.0,92.8,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.1,9.0,40.0,1003.3,1003.3,3.2,4.2
2023-09-01 06:30:24,14.3,14.3,13.9,12.5,89.0,14.2,93.0,95.9,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.8,9.7,28.0,1003.3,1003.3,3.2,4.2
2023-09-01 06:34:40,14.3,14.3,14.0,12.5,89.0,14.3,93.0,96.7,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.8,9.7,28.0,1003.3,1003.3,3.2,4.2
2023-09-01 06:38:56,14.5,14.5,14.3,12.6,89.0,14.4,93.0,97.0,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.2,10.1,35.0,1003.4,1003.4,3.2,4.2
2023-09-01 06:45:20,14.5,14.5,14.6,12.7,89.0,14.4,93.0,99.4,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.0,6.5,46.0,1003.4,1003.4,3.2,4.2
2023-09-01 06:49:36,14.7,14.7,15.0,12.9,89.0,14.5,93.0,111.1,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,3.0,6.8,36.0,1003.4,1003.4,3.2,4.2
2023-09-01 06:56:00,14.8,14.8,15.0,12.9,88.0,14.5,93.0,126.8,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,3.7,8.3,45.0,1003.3,1003.3,3.2,4.2
2023-09-01 07:00:16,15.0,15.0,15.2,13.1,88.0,14.6,93.0,128.4,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.4,7.9,49.0,1003.2,1003.2,3.2,4.2
2023-09-01 07:04:32,15.2,15.2,15.4,13.3,88.0,14.6,93.0,128.8,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.4,7.6,68.0,1003.3,1003.3,3.2,4.2
2023-09-01 07:10:56,15.3,15.3,15.4,13.2,87.0,14.7,93.0,121.3,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,4.8,10.4,48.0,1003.3,1003.3,3.21,4.3
2023-09-01 07:15:12,15.3,15.3,15.1,13.2,87.0,14.7,93.0,122.9,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,6.4,11.2,65.0,1003.3,1003.3,3.22,4.3
2023-09-01 07:19:28,15.4,15.4,15.3,13.3,87.0,14.8,93.0,128.6,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.9,11.9,57.0,1003.2,1003.2,3.21,4.3
2023-09-01 07:25:52,15.5,15.5,15.3,13.3,87.0,14.9,93.0,122.8,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,6.3,11.9,67.0,1003.3,1003.3,3.2,4.3
2023-09-01 07:30:08,15.5,15.5,15.0,13.4,87.0,14.9,93.0,106.6,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,8.1,13.0,26.0,1003.3,1003.3,3.2,4.3
2023-09-01 07:34:24,15.5,15.5,15.4,13.3,87.0,15.0,93.0,137.9,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,6.0,11.5,42.0,1003.2,1003.2,3.2,4.3
2023-09-01 07:40:48,15.7,15.7,15.5,13.6,87.0,15.1,93.0,178.1,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,6.5,11.2,66.0,1003.1,1003.1,3.21,4.3
2023-09-01 07:45:04,15.8,15.8,15.9,13.6,87.0,15.1,93.0,183.1,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.6,11.2,33.0,1003.2,1003.2,3.22,4.3
2023-09-01 07:49:20,15.9,15.9,15.7,13.6,86.0,15.2,93.0,158.3,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,7.3,12.2,58.0,1003.2,1003.2,3.22,4.4
2023-09-01 07:55:44,16.0,16.0,15.8,13.7,86.0,15.3,93.0,118.5,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,7.0,13.3,58.0,1003.3,1003.3,3.22,4.4
2023-09-01 08:00:00,16.0,16.0,16.0,13.6,86.0,15.3,93.0,126.7,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,5.7,10.4,61.0,1003.2,1003.2,3.22,4.4
2023-09-01 08:04:16,16.0,16.0,15.9,13.5,85.0,15.3,93.0,106.1,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,6.3,11.2,59.0,1003.4,1003.4,3.22,4.4
2023-09-01 08:10:40,16.0,16.0,15.7,13.6,85.0,15.4,93.0,98.1,0.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,7.3,12.2,54.0,1003.4,1003.4,3.22,4.4
2023-09-01 08:14:56,16.0,16.0,15.6,13.6,85.0,15.5,93.0,135.7,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,7.8,13.3,60.0,1003.4,1003.4,3.22,4.4
2023-09-01 08:19:12,16.1,16.1,15.9,13.7,85.0,15.5,93.0,169.5,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,7.1,15.5,56.0,1003.4,1003.4,3.21,4.5
2023-09-01 08:25:36,16.2,16.2,16.0,13.8,85.0,15.6,92.0,190.0,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,6.8,15.5,56.0,1003.3,1003.3,3.2,4.5
2023-09-01 08:29:52,16.3,16.3,15.6,13.8,85.0,15.6,92.0,193.0,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,9.7,15.1,76.0,1003.3,1003.3,3.2,4.5
2023-09-01 08:34:08,16.3,16.3,15.9,13.7,85.0,15.7,92.0,140.7,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,8.1,15.1,40.0,1003.5,1003.5,3.2,4.5
2023-09-01 08:40:32,16.3,16.3,16.1,13.8,85.0,15.7,92.0,115.2,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,7.3,10.4,54.0,1003.5,1003.5,3.2,4.5
2023-09-01 08:44:48,16.4,16.4,16.4,13.8,85.0,15.8,92.0,130.4,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,6.4,11.2,51.0,1003.3,1003.3,3.2,4.6
2023-09-01 08:49:04,16.5,16.5,16.5,13.8,84.0,15.8,92.0,170.9,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,6.3,10.8,56.0,1003.4,1003.4,3.2,4.6
2023-09-01 08:55:28,16.6,16.6,16.6,14.0,85.0,15.9,92.0,194.7,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,6.3,9.7,61.0,1003.4,1003.4,3.2,4.6
2023-09-01 08:59:44,16.7,16.7,16.7,14.1,84.0,16.0,92.0,205.2,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,6.6,12.2,70.0,1003.5,1003.5,3.2,4.6
2023-09-01 09:04:00,16.7,16.7,16.7,14.2,85.0,16.0,92.0,193.4,1.0,0.0,0.2,12.9,0.0,18.9,0.2,41.9,7.0,10.1,60.0,1003.6,1003.6,3.2,4.6
2023-09-01 09:10:24,16.8,16.8,16.8,14.2,85.0,16.1,92.0,155.6,1.0,0.6,0.3,13.0,0.1,19.0,0.3,42.0,6.8,9.7,65.0,1003.7,1003.7,3.2,4.7
2023-09-01 09:14:40,16.7,16.7,16.8,14.4,86.0,16.2,92.0,113.0,1.0,1.2,0.4,13.1,0.2,19.1,0.4,42.1,6.8,11.5,57.0,1003.7,1003.7,3.2,4.7
2023-09-01 09:21:04,16.5,16.5,16.9,14.4,87.0,16.2,92.0,78.7,0.0,1.8,0.6,13.3,0.4,19.3,0.6,42.3,5.5,8.3,62.0,1003.8,1003.8,3.2,4.7
2023-09-01 09:25:20,16.4,16.4,16.9,14.4,88.0,16.3,92.0,58.0,0.0,1.8,0.7,13.4,0.5,19.4,0.7,42.4,5.0,8.3,60.0,1003.8,1003.8,3.2,4.7
2023-09-01 09:29:36,16.4,16.4,16.9,14.6,89.0,16.3,92.0,50.2,0.0,1.8,0.8,13.5,0.6,19.5,0.8,42.5,4.8,8.3,79.0,1003.9,1003.9,3.2,4.7
2023-09-01 09:36:00,16.3,16.3,16.8,14.5,89.0,16.3,92.0,52.8,0.0,2.4,1.0,13.7,0.8,19.7,1.0,42.7,4.8,8.3,70.0,1003.9,1003.9,3.2,4.7
2023-09-01 09:40:16,16.2,16.2,16.8,14.6,90.0,16.3,92.0,51.0,0.0,2.4,1.2,13.9,1.0,19.9,1.2,42.9,4.2,6.8,61.0,1003.9,1003.9,3.2,4.7
2023-09-01 09:44:32,16.2,16.2,17.1,14.6,90.0,16.4,92.0,52.8,0.0,2.4,1.4,14.1,1.2,20.1,1.4,43.1,3.1,6.5,73.0,1003.9,1003.9,3.2,4.6
2023-09-01 09:50:56,16.1,16.1,17.3,14.7,91.0,16.4,92.0,51.6,0.0,1.8,1.6,14.3,1.4,20.3,1.6,43.3,1.1,4.0,75.0,1003.8,1003.8,3.2,4.6
2023-09-01 09:55:12,15.9,15.9,16.9,14.7,92.0,16.4,92.0,50.4,0.0,2.4,1.8,14.5,1.6,20.5,1.8,43.5,2.4,3.6,69.0,1003.7,1003.7,3.2,4.6
2023-09-01 09:59:28,15.9,15.9,16.9,14.7,93.0,16.4,92.0,52.9,0.0,3.6,2.2,14.9,2.0,20.9,2.2,43.9,2.7,5.0,75.0,1003.6,1003.6,3.2,4.6
2023-09-01 10:05:52,16.0,16.0,16.8,14.7,92.0,16.4,92.0,54.5,0.0,4.2,2.5,15.2,2.3,21.2,2.5,44.2,3.6,4.7,66.0,1003.8,1003.8,3.2,4.6
2023-09-01 10:10:08,16.0,16.0,16.7,14.7,92.0,16.5,92.0,55.9,0.0,4.8,3.0,15.7,2.7,21.7,3.0,44.7,4.1,6.1,66.0,1003.9,1003.9,3.2,4.6
2023-09-01 10:14:24,15.9,15.9,16.7,14.8,93.0,16.5,92.0,54.0,0.0,5.4,3.4,16.1,3.0,22.1,3.4,45.1,3.7,6.1,67.0,1004.0,1004.0,3.2,4.6
2023-09-01 10:20:48,15.8,15.8,16.3,14.7,93.0,16.5,92.0,53.5,0.0,5.4,3.8,16.5,3.2,22.5,3.8,45.5,4.9,6.8,62.0,1004.0,1004.0,3.2,4.6
2023-09-01 10:25:04,15.8,15.8,16.6,14.7,93.0,16.5,92.0,62.8,0.0,4.8,4.2,16.9,3.5,22.9,4.2,45.9,3.5,6.1,69.0,1004.0,1004.0,3.2,4.6
