,outdoor_temperature,outdoor_feels_like,outdoor_app_temp,outdoor_dew_point,outdoor_humidity,indoor_temperature,indoor_humidity,solar_and_uvi_solar,solar_and_uvi_uvi,rainfall_piezo_rain_rate,rainfall_piezo_daily,rainfall_piezo_event,rainfall_piezo_hourly,rainfall_piezo_weekly,rainfall_piezo_monthly,rainfall_piezo_yearly,wind_wind_speed,wind_wind_gust,wind_wind_direction,pressure_relative,pressure_absolute,battery_haptic_array_battery,battery_haptic_array_capacitor
2023-10-01 01:36:00,13.1,13.1,11.9,10.2,83.0,15.7,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.6,13.3,35.0,1015.6,1015.6,3.2,4.8
2023-10-01 01:40:16,13.0,13.0,12.0,10.2,83.0,15.7,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.8,12.2,42.0,1015.6,1015.6,3.2,4.8
2023-10-01 01:44:32,13.0,13.0,11.7,10.1,83.0,15.7,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,7.0,12.2,34.0,1015.5,1015.5,3.2,4.8
2023-10-01 01:50:56,12.9,12.9,11.8,10.2,84.0,15.6,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.3,10.8,35.0,1015.4,1015.4,3.2,4.8
2023-10-01 01:55:12,12.8,12.8,12.0,10.2,84.0,15.5,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.0,12.2,33.0,1015.3,1015.3,3.2,4.8
2023-10-01 01:59:28,12.8,12.8,12.0,10.2,84.0,15.5,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.3,8.3,66.0,1015.5,1015.5,3.2,4.8
2023-10-01 02:05:52,12.8,12.8,11.7,10.2,84.0,15.5,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.9,9.7,53.0,1015.3,1015.3,3.2,4.8
2023-10-01 02:10:08,12.8,12.8,11.9,10.2,84.0,15.4,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.1,10.1,52.0,1015.4,1015.4,3.2,4.8
2023-10-01 02:14:24,12.8,12.8,11.8,10.1,84.0,15.4,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.4,10.4,51.0,1015.3,1015.3,3.2,4.8
2023-10-01 02:20:48,12.7,12.7,11.8,10.1,84.0,15.3,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.3,10.1,42.0,1015.3,1015.3,3.2,4.8
2023-10-01 02:25:04,12.8,12.8,11.4,10.1,84.0,15.3,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,7.6,14.4,46.0,1015.2,1015.2,3.2,4.7
2023-10-01 02:29:20,12.8,12.8,11.3,10.0,83.0,15.3,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,7.8,15.5,50.0,1015.2,1015.2,3.2,4.7
2023-10-01 02:35:44,12.7,12.7,11.6,10.1,84.0,15.2,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.3,10.8,48.0,1015.3,1015.3,3.2,4.7
2023-10-01 02:40:00,12.7,12.7,11.7,10.0,83.0,15.2,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.5,10.8,51.0,1015.3,1015.3,3.2,4.7
2023-10-01 02:44:16,12.7,12.7,11.5,10.0,84.0,15.2,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.2,11.2,41.0,1015.4,1015.4,3.2,4.7
2023-10-01 02:50:40,12.7,12.7,11.3,9.9,83.0,15.1,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,7.3,11.2,28.0,1015.3,1015.3,3.2,4.7
2023-10-01 02:54:56,12.6,12.6,11.5,10.0,84.0,15.1,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.0,13.7,27.0,1015.2,1015.2,3.2,4.7
2023-10-01 02:59:12,12.5,12.5,11.6,9.9,84.0,15.1,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.5,9.0,42.0,1015.3,1015.3,3.2,4.7
2023-10-01 03:05:36,12.5,12.5,11.4,9.9,84.0,15.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.8,10.1,37.0,1015.3,1015.3,3.2,4.7
2023-10-01 03:09:52,12.5,12.5,11.7,9.9,84.0,15.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.2,11.2,49.0,1015.3,1015.3,3.2,4.7
2023-10-01 03:14:08,12.5,12.5,11.2,9.8,84.0,15.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.4,10.4,31.0,1015.3,1015.3,3.2,4.7
2023-10-01 03:20:32,12.7,12.7,11.4,9.8,83.0,14.9,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.3,14.4,24.0,1015.3,1015.3,3.2,4.7
2023-10-01 03:24:48,12.7,12.7,11.1,9.8,82.0,14.9,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,8.6,13.7,38.0,1015.2,1015.2,3.2,4.7
2023-10-01 03:29:04,12.8,12.8,11.7,9.8,82.0,14.8,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.6,12.2,37.0,1015.4,1015.4,3.2,4.7
2023-10-01 03:35:28,12.9,12.9,11.6,9.8,81.0,14.8,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.6,12.2,35.0,1015.4,1015.4,3.2,4.7
2023-10-01 03:39:44,13.0,13.0,11.7,9.8,81.0,14.8,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.9,11.2,44.0,1015.3,1015.3,3.2,4.7
2023-10-01 03:44:00,13.1,13.1,11.7,9.9,81.0,14.8,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,7.2,11.2,39.0,1015.3,1015.3,3.2,4.7
2023-10-01 03:50:24,13.1,13.1,11.7,9.7,80.0,14.8,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,7.1,10.4,50.0,1015.4,1015.4,3.2,4.7
2023-10-01 03:54:40,13.2,13.2,12.2,9.9,81.0,14.8,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.1,11.5,24.0,1015.5,1015.5,3.2,4.7
2023-10-01 04:01:04,13.2,13.2,12.3,9.9,80.0,14.8,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.9,7.9,34.0,1015.3,1015.3,3.2,4.7
2023-10-01 04:05:20,13.2,13.2,12.2,9.8,80.0,14.8,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.2,8.3,42.0,1015.3,1015.3,3.2,4.7
2023-10-01 04:09:36,13.3,13.3,12.0,9.8,80.0,14.7,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.3,11.5,48.0,1015.3,1015.3,3.2,4.7
2023-10-01 04:16:00,13.3,13.3,12.2,9.8,79.0,14.7,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.4,13.3,54.0,1015.3,1015.3,3.2,4.6
2023-10-01 04:20:16,13.3,13.3,11.7,9.8,80.0,14.7,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,8.4,12.6,47.0,1015.2,1015.2,3.2,4.6
2023-10-01 04:24:32,13.4,13.4,12.0,9.9,79.0,14.7,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,7.2,13.3,49.0,1015.2,1015.2,3.2,4.6
2023-10-01 04:30:56,13.4,13.4,11.8,9.8,79.0,14.7,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,8.0,12.6,42.0,1015.3,1015.3,3.2,4.6
2023-10-01 04:35:12,13.5,13.5,12.4,9.9,79.0,14.7,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.4,10.1,55.0,1015.2,1015.2,3.2,4.6
2023-10-01 04:39:28,13.5,13.5,12.1,9.9,79.0,14.7,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,7.1,14.0,42.0,1015.2,1015.2,3.2,4.6
2023-10-01 04:45:52,13.5,13.5,12.4,9.8,78.0,14.8,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.5,9.7,47.0,1015.3,1015.3,3.2,4.6
2023-10-01 04:50:08,13.6,13.6,12.4,9.8,78.0,14.7,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.0,9.7,54.0,1015.3,1015.3,3.2,4.6
2023-10-01 04:54:24,13.6,13.6,12.2,10.0,79.0,14.7,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,7.3,12.6,45.0,1015.3,1015.3,3.2,4.6
2023-10-01 05:00:48,13.6,13.6,12.4,9.9,78.0,14.8,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.1,12.6,30.0,1015.4,1015.4,3.2,4.6
2023-10-01 05:05:04,13.6,13.6,12.1,9.9,78.0,14.8,83.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,7.7,12.6,40.0,1015.2,1015.2,3.2,4.6
2023-10-01 05:09:20,13.5,13.5,11.8,9.8,78.0,14.8,83.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,8.4,15.1,33.0,1015.3,1015.3,3.2,4.6
2023-10-01 05:15:44,13.5,13.5,12.2,9.7,78.0,14.8,83.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.7,11.5,53.0,1015.3,1015.3,3.2,4.6
2023-10-01 05:20:00,13.5,13.5,12.2,9.8,78.0,14.8,83.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.6,10.1,29.0,1015.4,1015.4,3.2,4.6
2023-10-01 05:24:16,13.6,13.6,12.2,9.8,78.0,14.8,83.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.8,10.8,46.0,1015.3,1015.3,3.2,4.6
2023-10-01 05:30:40,13.6,13.6,12.4,9.8,78.0,14.7,83.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.4,10.8,35.0,1015.4,1015.4,3.2,4.6
2023-10-01 05:34:56,13.5,13.5,12.3,9.7,78.0,14.7,83.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.0,9.4,44.0,1015.3,1015.3,3.2,4.6
2023-10-01 05:39:12,13.5,13.5,12.2,9.7,78.0,14.7,83.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.6,11.5,41.0,1015.5,1015.5,3.2,4.6
2023-10-01 05:45:36,13.4,13.4,12.2,9.7,78.0,14.7,83.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.9,9.4,33.0,1015.3,1015.3,3.2,4.6
2023-10-01 05:49:52,13.4,13.4,11.9,9.6,78.0,14.7,83.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,7.6,11.5,44.0,1015.4,1015.4,3.2,4.6
2023-10-01 05:54:08,13.4,13.4,11.9,9.6,78.0,14.7,83.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,7.6,11.5,41.0,1015.4,1015.4,3.2,4.6
2023-10-01 06:00:32,13.4,13.4,12.0,9.6,78.0,14.7,83.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.7,11.5,44.0,1015.5,1015.5,3.2,4.6
2023-10-01 06:04:48,13.4,13.4,12.1,9.6,78.0,14.7,83.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.3,10.8,31.0,1015.4,1015.4,3.2,4.6
2023-10-01 06:09:04,13.4,13.4,12.0,9.6,78.0,14.7,83.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.8,11.9,31.0,1015.5,1015.5,3.2,4.6
2023-10-01 06:15:28,13.4,13.4,11.9,9.6,78.0,14.7,83.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,7.3,13.3,37.0,1015.4,1015.4,3.2,4.5
2023-10-01 06:19:44,13.4,13.4,12.3,9.6,78.0,14.7,83.0,33.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.6,9.7,30.0,1015.4,1015.4,3.2,4.5
2023-10-01 06:24:00,13.5,13.5,12.5,9.7,78.0,14.7,83.0,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.3,11.9,29.0,1015.4,1015.4,3.2,4.5
2023-10-01 06:30:24,13.7,13.7,12.4,9.7,77.0,14.7,83.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.8,12.6,35.0,1015.3,1015.3,3.2,4.5
2023-10-01 06:34:40,14.0,14.0,12.6,9.7,76.0,14.7,83.0,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.8,12.2,42.0,1015.3,1015.3,3.2,4.6
2023-10-01 06:38:56,14.3,14.3,12.9,9.9,75.0,14.7,83.0,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,7.3,11.9,43.0,1015.3,1015.3,3.2,4.6
2023-10-01 06:45:20,14.5,14.5,13.4,10.1,74.0,14.7,83.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.1,11.5,29.0,1015.3,1015.3,3.2,4.6
2023-10-01 06:49:36,14.8,14.8,13.7,10.1,74.0,14.7,83.0,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.0,11.9,41.0,1015.4,1015.4,3.2,4.6
2023-10-01 06:56:00,14.9,14.9,13.6,10.2,73.0,14.7,83.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,7.3,13.7,55.0,1015.4,1015.4,3.2,4.6
2023-10-01 07:00:16,15.1,15.1,14.1,10.3,73.0,14.7,83.0,70.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.8,10.4,48.0,1015.4,1015.4,3.2,4.6
2023-10-01 07:04:32,15.3,15.3,14.3,10.4,73.0,14.8,83.0,73.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.8,10.4,78.0,1015.6,1015.6,3.2,4.6
2023-10-01 07:10:56,15.4,15.4,14.3,10.5,72.0,14.9,83.0,77.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.7,14.8,53.0,1015.6,1015.6,3.2,4.6
2023-10-01 07:15:12,15.6,15.6,14.2,10.6,72.0,15.1,83.0,82.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,8.4,13.7,50.0,1015.6,1015.6,3.2,4.7
2023-10-01 07:19:28,15.9,15.9,15.1,10.8,72.0,15.2,83.0,88.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.0,11.2,57.0,1015.6,1015.6,3.2,4.7
2023-10-01 07:25:52,16.1,16.1,15.3,10.9,72.0,15.4,83.0,96.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.3,10.4,89.0,1015.6,1015.6,3.2,4.7
2023-10-01 07:30:08,16.2,16.2,15.3,10.8,70.0,15.7,83.0,108.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.3,14.4,84.0,1015.7,1015.7,3.2,4.7
2023-10-01 07:34:24,16.2,16.2,14.9,10.9,71.0,15.8,82.0,126.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,8.3,11.9,61.0,1015.6,1015.6,3.2,4.8
2023-10-01 07:40:48,16.5,16.5,15.6,11.1,71.0,16.0,82.0,152.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.3,11.9,73.0,1015.7,1015.7,3.2,4.8
2023-10-01 07:45:04,16.9,16.9,16.4,11.4,70.0,16.2,82.0,178.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.9,7.9,90.0,1015.8,1015.8,3.2,4.8
2023-10-01 07:49:20,17.2,17.2,16.3,11.6,70.0,16.5,82.0,198.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.7,10.8,60.0,1015.6,1015.6,3.2,4.8
2023-10-01 07:55:44,17.2,17.2,16.4,11.7,70.0,16.7,82.0,214.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.5,14.4,60.0,1015.6,1015.6,3.2,4.9
2023-10-01 08:00:00,17.6,17.6,17.3,11.9,69.0,16.9,82.0,228.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.1,8.6,53.0,1015.7,1015.7,3.2,4.9
2023-10-01 08:04:16,18.1,18.1,17.8,12.1,68.0,17.1,81.0,240.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.5,10.1,97.0,1015.8,1015.8,3.2,5.0
2023-10-01 08:10:40,18.0,18.0,17.3,12.0,68.0,17.3,81.0,255.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.6,14.8,73.0,1015.8,1015.8,3.2,5.0
2023-10-01 08:14:56,18.3,18.3,17.8,12.2,68.0,17.5,81.0,271.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.9,9.0,94.0,1015.7,1015.7,3.2,5.0
2023-10-01 08:19:12,18.6,18.6,18.4,12.2,66.0,17.7,81.0,288.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.5,9.0,108.0,1015.8,1015.8,3.2,5.0
2023-10-01 08:25:36,18.7,18.7,18.3,12.3,66.0,17.9,81.0,302.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.8,14.4,75.0,1015.8,1015.8,3.2,5.1
2023-10-01 08:29:52,18.8,18.8,18.6,12.5,67.0,18.2,81.0,314.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.8,9.0,73.0,1015.8,1015.8,3.2,5.1
2023-10-01 08:34:08,19.1,19.1,18.9,12.5,66.0,18.5,81.0,327.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.8,8.6,89.0,1015.8,1015.8,3.2,5.2
2023-10-01 08:40:32,19.2,19.2,19.3,12.5,65.0,18.8,81.0,337.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,3.3,10.4,115.0,1015.9,1015.9,3.2,5.2
2023-10-01 08:44:48,19.3,19.3,19.1,12.7,66.0,19.1,80.0,349.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.3,12.6,80.0,1015.9,1015.9,3.2,5.2
2023-10-01 08:49:04,19.4,19.4,19.3,12.9,66.0,19.3,80.0,361.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.1,10.1,92.0,1015.9,1015.9,3.2,5.2
2023-10-01 08:55:28,19.7,19.7,19.8,13.0,65.0,19.6,80.0,373.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,3.7,11.5,116.0,1015.9,1015.9,3.2,5.3
2023-10-01 08:59:44,19.6,19.6,19.8,12.9,65.0,19.9,80.0,379.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,3.7,11.5,46.0,1016.0,1016.0,3.2,5.3
2023-10-01 09:04:00,19.7,19.7,20.0,12.9,65.0,20.2,80.0,389.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,3.1,10.1,122.0,1015.9,1015.9,3.2,5.3
2023-10-01 09:10:24,20.1,20.1,20.8,13.3,65.0,20.5,79.0,403.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,1.7,10.4,110.0,1016.0,1016.0,3.2,5.3
2023-10-01 09:14:40,19.8,19.8,20.3,13.2,66.0,20.7,79.0,411.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,2.6,12.2,120.0,1016.0,1016.0,3.2,5.3
2023-10-01 09:21:04,20.0,20.0,20.7,13.1,64.0,21.0,79.0,412.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,1.4,9.4,153.0,1016.0,1016.0,3.2,5.3
2023-10-01 09:25:20,20.0,20.0,20.5,13.1,64.0,21.3,78.0,424.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,2.3,14.4,174.0,1016.0,1016.0,3.2,5.3
2023-10-01 09:29:36,20.4,20.4,20.9,13.6,65.0,21.6,78.0,436.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,3.0,8.6,47.0,1016.0,1016.0,3.2,5.3
2023-10-01 09:36:00,20.6,20.6,21.4,13.5,64.0,21.8,78.0,445.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,1.5,9.7,144.0,1015.9,1015.9,3.2,5.3
2023-10-01 09:40:16,20.7,20.7,20.8,13.4,63.0,22.1,77.0,460.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.8,10.4,56.0,1016.0,1016.0,3.2,5.3
2023-10-01 09:44:32,20.6,20.6,20.7,13.3,63.0,22.4,77.0,471.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.6,11.9,103.0,1015.9,1015.9,3.2,5.3
2023-10-01 09:50:56,20.7,20.7,20.9,13.5,64.0,22.6,77.0,478.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.5,10.4,75.0,1015.9,1015.9,3.2,5.3
2023-10-01 09:55:12,20.8,20.8,21.4,13.5,63.0,22.8,76.0,481.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,2.4,9.7,155.0,1015.9,1015.9,3.2,5.3
2023-10-01 09:59:28,20.9,20.9,21.1,13.8,64.0,23.1,76.0,499.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,5.0,10.8,145.0,1015.8,1015.8,3.2,5.3
2023-10-01 10:05:52,21.1,21.1,21.7,13.7,63.0,23.3,76.0,505.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,2.8,9.0,103.0,1015.9,1015.9,3.2,5.3
2023-10-01 10:10:08,21.2,21.2,21.5,13.8,63.0,23.5,76.0,524.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.4,13.3,105.0,1015.8,1015.8,3.2,5.3
2023-10-01 10:14:24,21.1,21.1,21.4,13.8,63.0,23.7,75.0,539.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.8,10.8,188.0,1016.0,1016.0,3.2,5.3
2023-10-01 10:20:48,21.2,21.2,21.7,13.8,62.0,23.9,75.0,543.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,4.0,13.0,154.0,1015.9,1015.9,3.2,5.3
2023-10-01 10:25:04,21.0,21.0,21.0,13.8,63.0,24.2,75.0,508.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,6.4,15.5,133.0,1015.8,1015.8,3.2,5.3
